,Date,Age,WL,FG,FGA,FG%,3P,3PA,FT,FTA,TRB,AST,STL,BLK,TOV,PTS,GmSc
889,1998-03-12,35.0,L,10.0,24.0,0.41700000000000004,1.0,3.0,5.0,11.0,7.0,3.0,1.0,1.0,1.0,26.0,15.7
890,1998-03-14,35.0,W,12.0,22.0,0.545,0.0,0.0,6.0,7.0,5.0,3.0,2.0,1.0,3.0,30.0,22.3
891,1998-03-16,35.0,W,6.0,15.0,0.4,0.0,1.0,5.0,8.0,7.0,1.0,1.0,0.0,4.0,17.0,7.9
892,1998-03-17,35.0,W,14.0,28.0,0.5,1.0,3.0,6.0,9.0,4.0,2.0,1.0,0.0,2.0,35.0,21.4
893,1998-03-20,35.0,W,8.0,13.0,0.615,1.0,2.0,7.0,10.0,4.0,3.0,0.0,1.0,3.0,24.0,17.5
894,1998-03-22,35.0,W,13.0,28.0,0.46399999999999997,0.0,2.0,7.0,7.0,4.0,3.0,5.0,3.0,2.0,33.0,25.8
895,1998-03-23,35.0,W,11.0,22.0,0.5,0.0,1.0,2.0,2.0,7.0,2.0,2.0,1.0,2.0,24.0,17.2
896,1998-03-25,35.0,W,8.0,21.0,0.381,1.0,3.0,0.0,1.0,7.0,8.0,5.0,0.0,0.0,17.0,17.8
897,1998-03-27,35.0,W,13.0,26.0,0.5,0.0,0.0,8.0,12.0,5.0,4.0,0.0,1.0,2.0,34.0,21.6
898,1998-03-29,35.0,W,13.0,24.0,0.542,0.0,1.0,4.0,5.0,2.0,0.0,2.0,0.0,0.0,30.0,19.8
899,1998-03-31,35.0,W,11.0,26.0,0.423,0.0,2.0,4.0,4.0,3.0,8.0,4.0,2.0,4.0,26.0,18.5
900,1998-04-03,35.0,W,16.0,25.0,0.64,2.0,6.0,7.0,8.0,6.0,4.0,1.0,0.0,0.0,41.0,35.9
901,1998-04-05,35.0,W,18.0,31.0,0.581,0.0,0.0,4.0,4.0,4.0,3.0,3.0,0.0,2.0,40.0,29.4
902,1998-04-07,35.0,W,11.0,21.0,0.524,1.0,2.0,7.0,8.0,4.0,3.0,1.0,1.0,2.0,30.0,22.7
903,1998-04-09,35.0,L,10.0,24.0,0.41700000000000004,0.0,2.0,9.0,12.0,6.0,4.0,0.0,0.0,4.0,29.0,14.4
904,1998-04-11,35.0,W,15.0,25.0,0.6,3.0,5.0,4.0,10.0,4.0,2.0,4.0,0.0,0.0,37.0,29.3
905,1998-04-13,35.0,L,7.0,19.0,0.368,1.0,1.0,12.0,14.0,4.0,3.0,3.0,0.0,4.0,27.0,18.0
906,1998-04-15,35.0,L,7.0,25.0,0.28,0.0,3.0,5.0,10.0,6.0,4.0,1.0,0.0,2.0,19.0,5.9
907,1998-04-17,35.0,W,9.0,19.0,0.474,0.0,2.0,6.0,8.0,6.0,2.0,5.0,0.0,4.0,24.0,16.1
908,1998-04-18,35.0,W,11.0,24.0,0.45799999999999996,0.0,0.0,22.0,24.0,3.0,3.0,1.0,0.0,1.0,44.0,33.4
909,1988-11-04,25.0,L,10.0,19.0,0.526,0.0,2.0,8.0,12.0,5.0,7.0,5.0,2.0,2.0,28.0,26.3
910,1988-11-05,25.0,W,9.0,21.0,0.429,0.0,0.0,11.0,12.0,2.0,7.0,3.0,0.0,5.0,29.0,19.4
911,1988-11-08,25.0,L,13.0,21.0,0.619,2.0,3.0,3.0,3.0,3.0,9.0,2.0,0.0,4.0,31.0,25.5
912,1988-11-09,25.0,W,18.0,33.0,0.545,2.0,4.0,14.0,16.0,3.0,2.0,9.0,2.0,2.0,52.0,44.4
913,1988-11-11,25.0,W,14.0,24.0,0.583,0.0,1.0,8.0,11.0,6.0,3.0,3.0,4.0,6.0,36.0,26.9
914,1988-11-12,25.0,L,17.0,31.0,0.5479999999999999,0.0,3.0,8.0,12.0,7.0,6.0,3.0,1.0,1.0,42.0,34.5
915,1988-11-15,25.0,W,14.0,27.0,0.519,0.0,0.0,5.0,6.0,6.0,6.0,5.0,1.0,3.0,33.0,27.6
916,1988-11-16,25.0,L,24.0,29.0,0.828,0.0,1.0,4.0,4.0,9.0,1.0,4.0,2.0,4.0,52.0,46.5
917,1988-11-18,25.0,W,12.0,21.0,0.5710000000000001,0.0,0.0,10.0,13.0,9.0,9.0,1.0,0.0,6.0,34.0,25.7
918,1988-11-22,25.0,W,16.0,20.0,0.8,0.0,0.0,0.0,0.0,11.0,8.0,1.0,1.0,2.0,32.0,32.2
919,1988-11-23,25.0,L,7.0,15.0,0.467,1.0,2.0,11.0,12.0,12.0,7.0,5.0,4.0,6.0,26.0,27.4
920,1988-11-26,25.0,L,19.0,27.0,0.7040000000000001,3.0,5.0,11.0,14.0,11.0,7.0,1.0,0.0,6.0,52.0,42.3
921,1988-11-29,25.0,L,11.0,24.0,0.45799999999999996,0.0,1.0,4.0,4.0,10.0,7.0,4.0,0.0,3.0,26.0,22.1
922,1988-11-30,25.0,L,11.0,25.0,0.44,0.0,1.0,11.0,13.0,8.0,5.0,2.0,1.0,3.0,33.0,25.9
923,1988-12-03,25.0,W,16.0,31.0,0.516,0.0,0.0,7.0,8.0,11.0,6.0,2.0,3.0,2.0,39.0,32.1
924,1988-12-06,25.0,W,14.0,20.0,0.7,0.0,0.0,10.0,11.0,9.0,5.0,5.0,0.0,6.0,38.0,33.6
925,1988-12-07,25.0,L,4.0,16.0,0.25,0.0,0.0,10.0,11.0,7.0,7.0,1.0,2.0,3.0,18.0,15.2
926,1988-12-09,25.0,W,10.0,17.0,0.588,0.0,2.0,15.0,17.0,11.0,5.0,1.0,1.0,5.0,35.0,29.8
927,1988-12-10,25.0,W,14.0,25.0,0.56,1.0,2.0,9.0,10.0,11.0,4.0,2.0,0.0,1.0,38.0,32.4
928,1988-12-13,25.0,L,11.0,24.0,0.45799999999999996,0.0,1.0,6.0,6.0,14.0,6.0,2.0,0.0,1.0,28.0,24.6
929,1988-12-16,25.0,W,10.0,22.0,0.455,0.0,3.0,8.0,9.0,7.0,7.0,6.0,0.0,2.0,28.0,26.8
930,1988-12-17,25.0,W,12.0,25.0,0.48,0.0,1.0,12.0,12.0,6.0,5.0,3.0,0.0,3.0,36.0,27.8
931,1988-12-20,25.0,W,11.0,23.0,0.478,2.0,3.0,18.0,22.0,7.0,8.0,4.0,0.0,1.0,42.0,41.0
932,1988-12-23,25.0,L,14.0,26.0,0.5379999999999999,0.0,0.0,5.0,6.0,5.0,4.0,6.0,0.0,7.0,33.0,22.1
933,1988-12-27,25.0,L,18.0,30.0,0.6,1.0,1.0,6.0,6.0,12.0,4.0,3.0,0.0,4.0,43.0,34.6
934,1988-12-29,25.0,W,14.0,27.0,0.519,0.0,2.0,9.0,12.0,9.0,3.0,3.0,0.0,3.0,37.0,26.9
935,1988-12-30,25.0,W,13.0,26.0,0.5,0.0,0.0,5.0,5.0,7.0,4.0,4.0,2.0,2.0,31.0,26.7
936,1989-01-03,25.0,W,15.0,30.0,0.5,0.0,3.0,11.0,15.0,10.0,11.0,6.0,0.0,4.0,41.0,35.5
937,1989-01-05,25.0,L,13.0,24.0,0.542,1.0,2.0,5.0,5.0,11.0,7.0,2.0,0.0,2.0,32.0,28.6
938,1989-01-06,25.0,L,12.0,21.0,0.5710000000000001,0.0,0.0,3.0,5.0,5.0,4.0,2.0,1.0,2.0,27.0,20.9
939,1989-01-10,25.0,W,17.0,29.0,0.586,0.0,2.0,14.0,16.0,10.0,9.0,3.0,0.0,4.0,48.0,42.8
940,1989-01-11,25.0,W,7.0,15.0,0.467,0.0,0.0,10.0,11.0,4.0,10.0,3.0,1.0,6.0,24.0,20.6
941,1989-01-13,25.0,W,13.0,24.0,0.542,0.0,1.0,12.0,13.0,12.0,11.0,3.0,0.0,6.0,38.0,33.1
942,1989-01-15,25.0,W,13.0,23.0,0.565,0.0,3.0,16.0,17.0,9.0,11.0,8.0,0.0,2.0,42.0,46.7
943,1989-01-17,25.0,W,10.0,18.0,0.556,0.0,1.0,2.0,4.0,6.0,13.0,4.0,1.0,2.0,22.0,25.0
944,1989-01-19,25.0,W,14.0,25.0,0.56,0.0,1.0,6.0,8.0,5.0,7.0,2.0,1.0,1.0,34.0,29.4
945,1989-01-21,25.0,L,20.0,28.0,0.7140000000000001,0.0,0.0,13.0,15.0,14.0,8.0,2.0,1.0,4.0,53.0,47.9
946,1989-01-24,25.0,W,10.0,20.0,0.5,0.0,1.0,4.0,5.0,3.0,6.0,3.0,0.0,1.0,24.0,20.7
947,1989-01-25,25.0,L,14.0,25.0,0.56,0.0,0.0,5.0,5.0,6.0,12.0,2.0,1.0,2.0,33.0,30.0
948,1989-01-27,25.0,W,14.0,25.0,0.56,0.0,0.0,5.0,8.0,11.0,9.0,3.0,1.0,1.0,33.0,31.8
949,1989-01-31,25.0,L,7.0,24.0,0.292,0.0,1.0,7.0,10.0,12.0,10.0,2.0,1.0,5.0,21.0,12.9
950,1989-02-02,25.0,W,15.0,21.0,0.7140000000000001,0.0,0.0,10.0,12.0,7.0,8.0,4.0,0.0,6.0,40.0,35.8
951,1989-02-03,25.0,L,10.0,24.0,0.41700000000000004,0.0,1.0,9.0,12.0,6.0,10.0,5.0,1.0,3.0,29.0,26.1
952,1989-02-05,25.0,L,10.0,18.0,0.556,1.0,4.0,7.0,8.0,6.0,10.0,1.0,1.0,1.0,28.0,28.1
953,1989-02-07,25.0,W,11.0,20.0,0.55,1.0,2.0,9.0,10.0,7.0,5.0,2.0,0.0,3.0,32.0,26.2
954,1989-02-09,25.0,W,9.0,20.0,0.45,0.0,0.0,5.0,8.0,6.0,9.0,2.0,1.0,6.0,23.0,16.6
955,1989-02-14,25.0,L,11.0,14.0,0.7859999999999999,1.0,1.0,9.0,16.0,5.0,3.0,3.0,1.0,3.0,32.0,27.3
956,1989-02-16,25.0,W,16.0,26.0,0.615,1.0,2.0,17.0,18.0,8.0,5.0,3.0,0.0,4.0,50.0,41.9
957,1989-02-19,26.0,W,9.0,19.0,0.474,0.0,0.0,5.0,6.0,3.0,9.0,2.0,3.0,7.0,23.0,15.6
958,1989-02-20,26.0,W,13.0,22.0,0.591,0.0,0.0,7.0,8.0,6.0,7.0,1.0,0.0,4.0,33.0,25.7
959,1989-02-22,26.0,W,10.0,14.0,0.7140000000000001,0.0,1.0,4.0,5.0,4.0,5.0,1.0,0.0,6.0,24.0,15.9
960,1989-02-24,26.0,W,10.0,18.0,0.556,0.0,0.0,13.0,15.0,4.0,8.0,4.0,0.0,2.0,33.0,31.6
961,1989-02-25,26.0,L,7.0,12.0,0.583,0.0,0.0,4.0,5.0,5.0,3.0,3.0,0.0,4.0,18.0,13.8
962,1989-02-28,26.0,W,11.0,16.0,0.688,0.0,0.0,2.0,2.0,6.0,8.0,2.0,1.0,4.0,24.0,24.5
963,1989-03-03,26.0,W,10.0,18.0,0.556,1.0,1.0,7.0,11.0,8.0,9.0,2.0,1.0,6.0,28.0,22.4
964,1989-03-04,26.0,L,10.0,16.0,0.625,0.0,0.0,8.0,8.0,3.0,10.0,2.0,0.0,4.0,28.0,25.5
965,1989-03-07,26.0,L,15.0,27.0,0.556,0.0,0.0,4.0,5.0,11.0,4.0,3.0,0.0,2.0,34.0,28.2
966,1989-03-11,26.0,W,8.0,13.0,0.615,0.0,0.0,2.0,2.0,8.0,15.0,1.0,3.0,3.0,18.0,24.3
967,1989-03-13,26.0,W,7.0,15.0,0.467,3.0,4.0,4.0,4.0,14.0,14.0,3.0,2.0,1.0,21.0,31.9
968,1989-03-15,26.0,L,12.0,22.0,0.545,0.0,0.0,4.0,5.0,6.0,12.0,3.0,0.0,8.0,28.0,21.4
969,1989-03-17,26.0,W,9.0,16.0,0.563,2.0,2.0,13.0,14.0,5.0,9.0,4.0,1.0,4.0,33.0,31.9
970,1989-03-18,26.0,L,11.0,24.0,0.45799999999999996,0.0,1.0,6.0,7.0,6.0,10.0,0.0,1.0,2.0,28.0,22.3
971,1989-03-21,26.0,W,7.0,20.0,0.35,0.0,0.0,7.0,8.0,8.0,16.0,1.0,0.0,5.0,21.0,18.2
972,1989-03-22,26.0,W,10.0,20.0,0.5,0.0,0.0,12.0,12.0,10.0,9.0,1.0,0.0,3.0,32.0,27.3
973,1989-03-24,26.0,W,10.0,20.0,0.5,1.0,3.0,13.0,16.0,7.0,17.0,6.0,0.0,7.0,34.0,35.4
974,1989-03-25,26.0,W,8.0,18.0,0.444,0.0,0.0,5.0,5.0,12.0,12.0,3.0,0.0,6.0,21.0,19.8
975,1989-03-28,26.0,W,13.0,24.0,0.542,0.0,1.0,7.0,9.0,12.0,11.0,4.0,0.0,5.0,33.0,29.7
976,1989-03-29,26.0,W,9.0,19.0,0.474,0.0,1.0,14.0,16.0,10.0,10.0,2.0,1.0,4.0,32.0,29.0
977,1989-03-31,26.0,L,15.0,29.0,0.517,1.0,2.0,6.0,7.0,10.0,10.0,3.0,1.0,3.0,37.0,32.2
978,1989-04-02,26.0,W,11.0,23.0,0.478,0.0,1.0,5.0,5.0,14.0,12.0,2.0,2.0,3.0,27.0,29.5
979,1989-04-04,26.0,W,10.0,15.0,0.667,0.0,2.0,13.0,15.0,10.0,12.0,6.0,1.0,3.0,33.0,42.0
980,1989-04-06,26.0,L,11.0,23.0,0.478,1.0,5.0,8.0,8.0,13.0,10.0,2.0,0.0,2.0,31.0,30.2
981,1989-04-07,26.0,L,11.0,18.0,0.611,0.0,0.0,18.0,21.0,7.0,11.0,2.0,0.0,1.0,40.0,39.4
982,1989-04-09,26.0,L,13.0,29.0,0.44799999999999995,0.0,3.0,14.0,14.0,10.0,12.0,1.0,0.0,2.0,40.0,35.7
983,1989-04-13,26.0,L,17.0,30.0,0.5670000000000001,0.0,1.0,13.0,14.0,11.0,13.0,4.0,2.0,4.0,47.0,45.8
984,1989-04-14,26.0,L,12.0,27.0,0.444,0.0,1.0,5.0,7.0,10.0,12.0,3.0,2.0,4.0,29.0,25.9
985,1989-04-16,26.0,L,8.0,14.0,0.5710000000000001,0.0,1.0,6.0,6.0,3.0,3.0,2.0,1.0,5.0,22.0,15.3
986,1989-04-17,26.0,W,11.0,21.0,0.524,1.0,3.0,11.0,13.0,11.0,9.0,2.0,3.0,5.0,34.0,30.8
987,1989-04-20,26.0,L,9.0,20.0,0.45,0.0,0.0,12.0,13.0,5.0,4.0,1.0,1.0,6.0,30.0,18.4
988,1989-04-21,26.0,W,13.0,31.0,0.419,0.0,0.0,8.0,11.0,14.0,11.0,2.0,1.0,1.0,34.0,31.9
989,1989-04-23,26.0,L,9.0,19.0,0.474,0.0,2.0,7.0,8.0,5.0,3.0,1.0,0.0,3.0,25.0,16.5
990,1987-11-07,24.0,W,15.0,25.0,0.6,0.0,0.0,6.0,10.0,5.0,3.0,6.0,4.0,2.0,36.0,32.9
991,1987-11-10,24.0,W,11.0,23.0,0.478,1.0,3.0,6.0,9.0,6.0,7.0,1.0,1.0,3.0,29.0,20.3
992,1987-11-11,24.0,W,10.0,20.0,0.5,0.0,1.0,11.0,13.0,3.0,4.0,2.0,0.0,5.0,31.0,19.7
993,1987-11-13,24.0,W,10.0,19.0,0.526,0.0,0.0,16.0,17.0,7.0,5.0,6.0,1.0,3.0,36.0,36.4
994,1987-11-14,24.0,L,14.0,29.0,0.483,0.0,0.0,9.0,11.0,5.0,5.0,4.0,1.0,3.0,37.0,28.2
995,1987-11-17,24.0,W,10.0,18.0,0.556,0.0,0.0,6.0,6.0,3.0,7.0,2.0,1.0,3.0,26.0,21.7
996,1987-11-18,24.0,W,9.0,21.0,0.429,0.0,1.0,12.0,12.0,3.0,8.0,3.0,1.0,2.0,30.0,26.3
997,1987-11-20,24.0,W,10.0,22.0,0.455,0.0,0.0,13.0,14.0,7.0,7.0,4.0,4.0,2.0,33.0,31.8
998,1987-11-21,24.0,L,17.0,38.0,0.447,0.0,2.0,15.0,17.0,6.0,8.0,6.0,1.0,4.0,49.0,36.9
999,1987-11-23,24.0,W,12.0,26.0,0.462,0.0,0.0,7.0,10.0,10.0,3.0,4.0,0.0,5.0,31.0,20.1
1000,1987-11-25,24.0,W,13.0,24.0,0.542,0.0,1.0,7.0,8.0,3.0,6.0,3.0,1.0,1.0,33.0,27.2
1001,1987-11-27,24.0,L,8.0,20.0,0.4,0.0,1.0,9.0,9.0,6.0,9.0,3.0,1.0,3.0,25.0,22.6
1002,1987-11-28,24.0,W,12.0,22.0,0.545,0.0,1.0,10.0,10.0,7.0,6.0,4.0,2.0,7.0,34.0,27.7
1003,1987-12-01,24.0,W,6.0,15.0,0.4,0.0,0.0,4.0,6.0,6.0,9.0,3.0,1.0,3.0,16.0,15.1
1004,1987-12-02,24.0,W,17.0,27.0,0.63,0.0,0.0,13.0,16.0,4.0,9.0,3.0,3.0,2.0,47.0,43.5
1005,1987-12-04,24.0,L,9.0,15.0,0.6,1.0,1.0,4.0,5.0,4.0,5.0,4.0,0.0,4.0,23.0,19.2
1006,1987-12-05,24.0,L,15.0,22.0,0.682,0.0,2.0,10.0,12.0,2.0,8.0,1.0,0.0,6.0,40.0,30.2
1007,1987-12-08,24.0,L,14.0,26.0,0.5379999999999999,0.0,1.0,5.0,6.0,5.0,10.0,3.0,3.0,7.0,33.0,25.4
1008,1987-12-10,24.0,W,11.0,18.0,0.611,0.0,0.0,10.0,11.0,7.0,4.0,3.0,1.0,3.0,32.0,28.6
1009,1987-12-12,24.0,W,16.0,28.0,0.5710000000000001,0.0,0.0,12.0,12.0,3.0,9.0,5.0,5.0,3.0,44.0,42.3
1010,1987-12-15,24.0,L,12.0,26.0,0.462,1.0,2.0,13.0,16.0,8.0,12.0,3.0,1.0,2.0,38.0,34.7
1011,1987-12-17,24.0,W,20.0,31.0,0.645,0.0,0.0,12.0,12.0,3.0,6.0,4.0,1.0,2.0,52.0,45.3
1012,1987-12-19,24.0,L,12.0,23.0,0.522,0.0,0.0,6.0,8.0,2.0,7.0,3.0,2.0,2.0,30.0,24.6
1013,1987-12-22,24.0,L,11.0,20.0,0.55,0.0,1.0,6.0,7.0,6.0,7.0,4.0,2.0,4.0,28.0,26.1
1014,1987-12-23,24.0,L,5.0,15.0,0.33299999999999996,0.0,0.0,6.0,9.0,5.0,2.0,3.0,0.0,2.0,16.0,9.4
1015,1987-12-26,24.0,L,6.0,22.0,0.273,0.0,0.0,5.0,6.0,6.0,6.0,0.0,2.0,5.0,17.0,5.6
1016,1987-12-29,24.0,L,16.0,37.0,0.4320000000000001,0.0,2.0,7.0,9.0,8.0,6.0,5.0,0.0,2.0,39.0,28.7
1017,1988-01-02,24.0,W,9.0,19.0,0.474,0.0,0.0,7.0,7.0,10.0,10.0,6.0,3.0,1.0,25.0,32.0
1018,1988-01-05,24.0,W,12.0,20.0,0.6,0.0,0.0,7.0,8.0,11.0,9.0,4.0,5.0,2.0,31.0,36.9
1019,1988-01-07,24.0,W,11.0,22.0,0.5,0.0,0.0,6.0,11.0,9.0,5.0,6.0,4.0,3.0,28.0,27.4
1020,1988-01-09,24.0,W,17.0,23.0,0.7390000000000001,0.0,0.0,11.0,14.0,3.0,8.0,4.0,0.0,1.0,45.0,43.2
1021,1988-01-12,24.0,L,19.0,35.0,0.5429999999999999,0.0,1.0,4.0,5.0,4.0,6.0,3.0,1.0,0.0,42.0,34.6
1022,1988-01-14,24.0,L,12.0,24.0,0.5,0.0,1.0,4.0,6.0,4.0,7.0,1.0,2.0,4.0,28.0,19.7
1023,1988-01-16,24.0,W,12.0,26.0,0.462,0.0,0.0,12.0,13.0,10.0,10.0,4.0,4.0,3.0,36.0,36.4
1024,1988-01-18,24.0,W,13.0,19.0,0.684,0.0,0.0,7.0,10.0,3.0,7.0,5.0,0.0,2.0,33.0,30.9
1025,1988-01-19,24.0,L,14.0,22.0,0.636,0.0,0.0,10.0,10.0,3.0,4.0,3.0,1.0,2.0,38.0,33.6
1026,1988-01-22,24.0,W,17.0,25.0,0.68,0.0,0.0,8.0,8.0,4.0,13.0,4.0,4.0,2.0,42.0,45.6
1027,1988-01-23,24.0,W,13.0,19.0,0.684,0.0,0.0,10.0,13.0,7.0,8.0,3.0,1.0,2.0,36.0,35.3
1028,1988-01-26,24.0,L,13.0,26.0,0.5,1.0,1.0,7.0,10.0,7.0,5.0,2.0,1.0,6.0,34.0,20.9
1029,1988-01-27,24.0,W,12.0,21.0,0.5710000000000001,1.0,1.0,12.0,12.0,4.0,7.0,2.0,1.0,2.0,37.0,32.7
1030,1988-01-29,24.0,W,14.0,18.0,0.778,0.0,0.0,4.0,5.0,1.0,4.0,10.0,2.0,3.0,32.0,35.7
1031,1988-01-30,24.0,W,10.0,17.0,0.588,0.0,1.0,8.0,8.0,5.0,4.0,2.0,4.0,5.0,28.0,23.4
1032,1988-02-01,24.0,L,13.0,31.0,0.419,0.0,0.0,11.0,15.0,5.0,3.0,5.0,2.0,4.0,37.0,23.3
1033,1988-02-02,24.0,L,14.0,26.0,0.5379999999999999,0.0,0.0,11.0,11.0,2.0,4.0,3.0,1.0,3.0,39.0,29.7
1034,1988-02-04,24.0,W,14.0,27.0,0.519,0.0,1.0,9.0,11.0,5.0,8.0,0.0,1.0,0.0,37.0,30.7
1035,1988-02-09,24.0,L,7.0,22.0,0.318,0.0,0.0,6.0,8.0,7.0,9.0,4.0,0.0,2.0,20.0,15.8
1036,1988-02-10,24.0,L,10.0,23.0,0.435,0.0,2.0,14.0,15.0,4.0,4.0,1.0,3.0,3.0,34.0,25.2
1037,1988-02-12,24.0,W,9.0,19.0,0.474,0.0,1.0,9.0,10.0,6.0,8.0,0.0,0.0,3.0,27.0,20.1
1038,1988-02-13,24.0,L,9.0,22.0,0.409,0.0,1.0,9.0,10.0,2.0,2.0,3.0,2.0,4.0,27.0,17.2
1039,1988-02-15,24.0,W,13.0,22.0,0.591,0.0,0.0,6.0,8.0,13.0,8.0,5.0,2.0,2.0,32.0,35.3
1040,1988-02-19,25.0,W,19.0,27.0,0.7040000000000001,0.0,0.0,11.0,14.0,3.0,3.0,3.0,3.0,5.0,49.0,39.6
1041,1988-02-21,25.0,L,16.0,31.0,0.516,0.0,2.0,14.0,15.0,4.0,9.0,3.0,1.0,3.0,46.0,37.7
1042,1988-02-23,25.0,W,11.0,29.0,0.379,0.0,0.0,17.0,20.0,9.0,5.0,4.0,2.0,0.0,39.0,32.7
1043,1988-02-26,25.0,L,21.0,34.0,0.618,0.0,2.0,10.0,12.0,8.0,3.0,2.0,3.0,6.0,52.0,37.2
1044,1988-02-27,25.0,L,16.0,27.0,0.593,0.0,0.0,6.0,8.0,2.0,3.0,3.0,3.0,3.0,38.0,27.9
1045,1988-02-29,25.0,L,13.0,22.0,0.591,0.0,0.0,9.0,13.0,5.0,4.0,2.0,0.0,3.0,35.0,26.5
1046,1988-03-03,25.0,W,15.0,29.0,0.517,0.0,0.0,6.0,9.0,10.0,7.0,3.0,2.0,5.0,36.0,26.2
1047,1988-03-05,25.0,W,9.0,13.0,0.6920000000000001,0.0,0.0,3.0,4.0,6.0,4.0,4.0,2.0,2.0,21.0,22.3
1048,1988-03-07,25.0,L,12.0,24.0,0.5,0.0,2.0,14.0,16.0,10.0,3.0,1.0,0.0,4.0,38.0,26.1
1049,1988-03-10,25.0,W,17.0,34.0,0.5,0.0,1.0,4.0,4.0,9.0,7.0,3.0,1.0,2.0,38.0,31.5
1050,1988-03-12,25.0,W,9.0,22.0,0.409,0.0,0.0,10.0,12.0,7.0,6.0,0.0,0.0,2.0,28.0,20.1
1051,1988-03-15,25.0,W,17.0,29.0,0.586,0.0,0.0,4.0,7.0,6.0,1.0,2.0,1.0,2.0,38.0,27.3
1052,1988-03-16,25.0,L,10.0,23.0,0.435,0.0,0.0,5.0,5.0,4.0,5.0,0.0,2.0,3.0,25.0,16.4
1053,1988-03-18,25.0,W,19.0,32.0,0.594,1.0,2.0,11.0,11.0,5.0,9.0,5.0,1.0,1.0,50.0,46.9
1054,1988-03-20,25.0,L,10.0,18.0,0.556,0.0,0.0,6.0,8.0,4.0,7.0,1.0,1.0,5.0,26.0,17.8
1055,1988-03-23,25.0,W,20.0,35.0,0.5710000000000001,0.0,1.0,9.0,12.0,13.0,2.0,0.0,2.0,0.0,49.0,38.4
1056,1988-03-25,25.0,W,14.0,29.0,0.483,0.0,0.0,11.0,13.0,8.0,7.0,2.0,4.0,3.0,39.0,32.2
1057,1988-03-26,25.0,W,16.0,27.0,0.593,0.0,2.0,6.0,9.0,3.0,2.0,3.0,4.0,6.0,38.0,25.6
1058,1988-03-29,25.0,L,8.0,17.0,0.47100000000000003,0.0,0.0,10.0,12.0,4.0,4.0,2.0,2.0,6.0,26.0,17.1
1059,1988-03-30,25.0,W,15.0,25.0,0.6,0.0,0.0,6.0,6.0,6.0,4.0,6.0,0.0,2.0,36.0,32.7
1060,1988-04-01,25.0,W,13.0,30.0,0.433,1.0,2.0,11.0,13.0,11.0,7.0,3.0,0.0,3.0,38.0,29.2
1061,1988-04-03,25.0,W,21.0,27.0,0.778,0.0,1.0,17.0,19.0,4.0,6.0,2.0,2.0,1.0,59.0,54.7
1062,1988-04-05,25.0,L,12.0,20.0,0.6,0.0,1.0,5.0,8.0,3.0,1.0,4.0,2.0,6.0,29.0,18.4
1063,1988-04-06,25.0,W,12.0,22.0,0.545,0.0,0.0,13.0,13.0,6.0,6.0,3.0,1.0,5.0,37.0,29.5
1064,1988-04-08,25.0,W,13.0,24.0,0.542,0.0,0.0,14.0,18.0,6.0,3.0,8.0,1.0,3.0,40.0,36.0
1065,1988-04-14,25.0,W,12.0,28.0,0.429,0.0,2.0,11.0,12.0,6.0,3.0,3.0,1.0,2.0,35.0,25.0
1066,1988-04-15,25.0,W,11.0,20.0,0.55,0.0,0.0,6.0,8.0,0.0,4.0,2.0,0.0,3.0,28.0,17.4
1067,1988-04-17,25.0,W,17.0,29.0,0.586,0.0,1.0,10.0,14.0,3.0,6.0,4.0,3.0,2.0,44.0,36.9
1068,1988-04-19,25.0,W,18.0,27.0,0.667,0.0,2.0,11.0,13.0,5.0,2.0,2.0,1.0,6.0,47.0,33.7
1069,1988-04-21,25.0,L,17.0,33.0,0.515,0.0,2.0,5.0,6.0,3.0,8.0,2.0,1.0,4.0,39.0,26.7
1070,1988-04-22,25.0,L,12.0,26.0,0.462,0.0,0.0,2.0,2.0,1.0,7.0,4.0,1.0,2.0,26.0,18.9
1071,1988-04-24,25.0,W,16.0,25.0,0.64,0.0,1.0,14.0,15.0,6.0,6.0,1.0,1.0,3.0,46.0,38.0
1072,1991-11-01,28.0,W,11.0,18.0,0.611,0.0,3.0,4.0,6.0,5.0,4.0,3.0,1.0,2.0,26.0,22.6
1073,1991-11-02,28.0,L,19.0,29.0,0.655,1.0,2.0,7.0,7.0,3.0,3.0,5.0,1.0,4.0,46.0,37.6
1074,1991-11-05,28.0,L,17.0,22.0,0.773,1.0,2.0,5.0,8.0,7.0,4.0,1.0,1.0,5.0,40.0,30.6
1075,1991-11-06,28.0,W,16.0,26.0,0.615,3.0,4.0,9.0,9.0,3.0,6.0,1.0,1.0,2.0,44.0,36.2
1076,1991-11-08,28.0,W,10.0,15.0,0.667,0.0,0.0,6.0,8.0,7.0,5.0,4.0,0.0,0.0,26.0,28.3
1077,1991-11-09,28.0,W,13.0,26.0,0.5,0.0,3.0,1.0,1.0,5.0,9.0,3.0,1.0,1.0,27.0,24.5
1078,1991-11-12,28.0,W,8.0,14.0,0.5710000000000001,0.0,1.0,4.0,5.0,3.0,4.0,3.0,0.0,0.0,20.0,18.1
1079,1991-11-13,28.0,W,11.0,19.0,0.579,1.0,3.0,12.0,12.0,6.0,5.0,3.0,3.0,2.0,35.0,34.5
1080,1991-11-15,28.0,W,5.0,10.0,0.5,0.0,0.0,7.0,8.0,7.0,11.0,1.0,0.0,3.0,17.0,19.4
