,G,Date,Age,WL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PTS,GmSc,+/-
1551,58,1990-03-06,27,W,,14.0,26.0,0.5379999999999999,2.0,4.0,0.5,5.0,6.0,0.833,8.0,6.0,4.0,0.0,2.0,35.0,29.4,
1552,59,1990-03-08,27,L,,12.0,29.0,0.414,0.0,6.0,0.0,19.0,22.0,0.8640000000000001,7.0,4.0,7.0,0.0,3.0,43.0,35.2,
1553,60,1990-03-10,27,W,,17.0,27.0,0.63,1.0,2.0,0.5,10.0,10.0,1.0,7.0,3.0,5.0,1.0,2.0,45.0,39.6,
1554,61,1990-03-13,27,W,,11.0,19.0,0.579,1.0,3.0,0.333,11.0,12.0,0.917,8.0,7.0,1.0,1.0,4.0,34.0,29.7,
1555,62,1990-03-16,27,L,,8.0,17.0,0.471,3.0,5.0,0.6,1.0,3.0,0.333,8.0,7.0,1.0,0.0,3.0,20.0,14.6,
1556,63,1990-03-17,27,W,,13.0,21.0,0.619,3.0,6.0,0.5,3.0,4.0,0.75,8.0,10.0,2.0,1.0,2.0,32.0,32.2,
1557,64,1990-03-20,27,W,,8.0,19.0,0.421,1.0,2.0,0.5,4.0,4.0,1.0,8.0,5.0,2.0,2.0,3.0,21.0,17.6,
1558,65,1990-03-21,27,W,,10.0,20.0,0.5,0.0,2.0,0.0,7.0,9.0,0.778,4.0,6.0,5.0,0.0,1.0,27.0,25.6,
1559,66,1990-03-23,27,W,,18.0,32.0,0.563,0.0,3.0,0.0,5.0,6.0,0.833,6.0,5.0,5.0,1.0,3.0,41.0,33.8,
1560,67,1990-03-24,27,L,,16.0,28.0,0.5710000000000001,2.0,3.0,0.667,9.0,10.0,0.9,5.0,6.0,5.0,0.0,1.0,43.0,38.3,
1561,68,1990-03-26,27,W,,14.0,24.0,0.583,0.0,1.0,0.0,0.0,0.0,,12.0,5.0,6.0,0.0,2.0,28.0,29.5,
1562,69,1990-03-28,27,W,,23.0,37.0,0.622,2.0,6.0,0.333,21.0,23.0,0.913,18.0,6.0,4.0,1.0,2.0,69.0,64.6,
1563,70,1990-03-30,27,W,,20.0,34.0,0.588,1.0,3.0,0.333,8.0,9.0,0.889,12.0,4.0,5.0,2.0,2.0,49.0,42.8,
1564,71,1990-04-01,27,W,,20.0,29.0,0.69,1.0,2.0,0.5,6.0,9.0,0.667,6.0,7.0,3.0,3.0,5.0,47.0,40.3,
1565,72,1990-04-03,27,W,,8.0,19.0,0.421,1.0,4.0,0.25,12.0,12.0,1.0,4.0,10.0,0.0,2.0,0.0,29.0,27.3,
1566,73,1990-04-05,27,W,,14.0,23.0,0.609,2.0,6.0,0.333,8.0,10.0,0.8,7.0,3.0,4.0,1.0,2.0,38.0,33.2,
1567,74,1990-04-07,27,W,,15.0,26.0,0.5770000000000001,3.0,5.0,0.6,10.0,13.0,0.769,3.0,4.0,2.0,1.0,0.0,43.0,35.6,
1568,75,1990-04-11,27,W,,9.0,15.0,0.6,1.0,4.0,0.25,3.0,4.0,0.75,5.0,7.0,3.0,1.0,2.0,22.0,21.2,
1569,76,1990-04-13,27,W,,10.0,16.0,0.625,1.0,4.0,0.25,5.0,6.0,0.833,6.0,10.0,8.0,2.0,4.0,26.0,31.8,
1570,77,1990-04-14,27,L,,10.0,21.0,0.476,1.0,2.0,0.5,0.0,1.0,0.0,3.0,5.0,1.0,0.0,2.0,21.0,12.1,
1571,78,1990-04-16,27,L,,11.0,24.0,0.458,0.0,2.0,0.0,1.0,2.0,0.5,7.0,6.0,4.0,0.0,6.0,23.0,13.7,
1572,79,1990-04-17,27,W,,13.0,24.0,0.542,2.0,3.0,0.667,7.0,8.0,0.875,11.0,6.0,2.0,1.0,6.0,35.0,26.4,
1573,80,1990-04-19,27,W,,12.0,26.0,0.462,2.0,5.0,0.4,6.0,6.0,1.0,6.0,7.0,5.0,1.0,3.0,32.0,27.6,
1574,81,1990-04-20,27,L,,21.0,29.0,0.7240000000000001,0.0,2.0,0.0,3.0,3.0,1.0,8.0,9.0,3.0,0.0,3.0,45.0,40.2,
1575,82,1990-04-22,27,L,,10.0,23.0,0.435,1.0,3.0,0.333,1.0,2.0,0.5,10.0,4.0,2.0,0.0,2.0,22.0,15.3,
1576,1,1995-03-19,32,L,,7.0,28.0,0.25,0.0,4.0,0.0,5.0,6.0,0.833,6.0,6.0,3.0,0.0,3.0,19.0,7.4,
1577,2,1995-03-22,32,W,,9.0,17.0,0.529,1.0,3.0,0.333,8.0,8.0,1.0,3.0,3.0,2.0,1.0,0.0,27.0,22.8,
1578,3,1995-03-24,32,L,,7.0,23.0,0.304,0.0,2.0,0.0,7.0,11.0,0.636,4.0,8.0,5.0,2.0,2.0,21.0,16.5,
1579,4,1995-03-25,32,W,,14.0,26.0,0.5379999999999999,0.0,1.0,0.0,4.0,4.0,1.0,4.0,2.0,1.0,0.0,0.0,32.0,22.2,
1580,5,1995-03-28,32,W,,21.0,37.0,0.568,3.0,4.0,0.75,10.0,11.0,0.909,4.0,2.0,1.0,0.0,2.0,55.0,37.5,
1581,6,1995-03-30,32,W,,8.0,17.0,0.471,2.0,2.0,1.0,5.0,7.0,0.7140000000000001,11.0,6.0,0.0,0.0,4.0,23.0,16.2,
1582,7,1995-04-01,32,W,,5.0,19.0,0.263,0.0,1.0,0.0,2.0,4.0,0.5,5.0,6.0,1.0,1.0,3.0,12.0,3.9,
1583,8,1995-04-05,32,W,,13.0,31.0,0.419,1.0,1.0,1.0,10.0,14.0,0.7140000000000001,11.0,2.0,3.0,1.0,2.0,37.0,25.3,
1584,9,1995-04-07,32,W,,9.0,27.0,0.333,1.0,2.0,0.5,9.0,10.0,0.9,8.0,9.0,2.0,1.0,4.0,28.0,17.7,
1585,10,1995-04-09,32,L,,9.0,26.0,0.34600000000000003,2.0,3.0,0.667,1.0,2.0,0.5,9.0,5.0,1.0,1.0,3.0,21.0,11.7,
1586,11,1995-04-11,32,W,,8.0,27.0,0.29600000000000004,1.0,1.0,1.0,8.0,10.0,0.8,11.0,6.0,1.0,2.0,1.0,25.0,16.6,
1587,12,1995-04-12,32,W,,12.0,23.0,0.522,1.0,2.0,0.5,4.0,4.0,1.0,9.0,9.0,0.0,0.0,4.0,29.0,21.5,
1588,13,1995-04-16,32,W,,8.0,19.0,0.421,0.0,0.0,,12.0,14.0,0.857,6.0,4.0,3.0,1.0,1.0,28.0,25.2,
1589,14,1995-04-17,32,W,,9.0,21.0,0.429,0.0,0.0,,13.0,16.0,0.813,5.0,4.0,3.0,0.0,1.0,31.0,24.2,
1590,15,1995-04-20,32,W,,8.0,18.0,0.444,0.0,0.0,,1.0,1.0,1.0,8.0,7.0,1.0,2.0,0.0,17.0,18.1,
1591,16,1995-04-22,32,W,,8.0,16.0,0.5,0.0,2.0,0.0,3.0,4.0,0.75,2.0,4.0,0.0,0.0,1.0,19.0,12.6,
1592,17,1995-04-23,32,L,,11.0,29.0,0.379,4.0,4.0,1.0,7.0,10.0,0.7,11.0,7.0,3.0,1.0,4.0,33.0,23.8,
1593,1,1996-11-01,33,W,,10.0,22.0,0.455,0.0,5.0,0.0,10.0,13.0,0.769,4.0,3.0,0.0,0.0,1.0,30.0,19.3,
1594,2,1996-11-02,33,W,,11.0,20.0,0.55,3.0,7.0,0.429,2.0,2.0,1.0,2.0,5.0,4.0,0.0,2.0,27.0,23.1,
1595,3,1996-11-05,33,W,,9.0,18.0,0.5,3.0,5.0,0.6,1.0,1.0,1.0,7.0,3.0,4.0,0.0,4.0,22.0,17.2,
1596,4,1996-11-06,33,W,,18.0,33.0,0.545,1.0,2.0,0.5,13.0,14.0,0.929,6.0,0.0,1.0,1.0,0.0,50.0,37.2,
1597,5,1996-11-08,33,W,,6.0,14.0,0.429,1.0,3.0,0.333,2.0,2.0,1.0,4.0,8.0,1.0,0.0,0.0,15.0,14.6,
1598,6,1996-11-09,33,W,,10.0,23.0,0.435,0.0,2.0,0.0,7.0,11.0,0.636,3.0,3.0,1.0,0.0,0.0,27.0,17.3,
1599,7,1996-11-11,33,W,,12.0,21.0,0.5710000000000001,1.0,1.0,1.0,1.0,2.0,0.5,2.0,5.0,1.0,1.0,3.0,26.0,18.5,
1600,8,1996-11-13,33,W,,8.0,23.0,0.348,0.0,1.0,0.0,12.0,16.0,0.75,5.0,3.0,1.0,0.0,0.0,28.0,17.3,
1601,9,1996-11-15,33,W,,15.0,25.0,0.6,4.0,5.0,0.8,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,38.0,28.1,
1602,10,1996-11-16,33,W,,11.0,23.0,0.478,0.0,1.0,0.0,3.0,4.0,0.75,5.0,3.0,1.0,0.0,2.0,25.0,14.7,
1603,11,1996-11-20,33,W,,16.0,29.0,0.552,0.0,0.0,,5.0,6.0,0.833,4.0,4.0,1.0,1.0,2.0,37.0,25.6,
1604,12,1996-11-21,33,W,,12.0,23.0,0.522,0.0,2.0,0.0,7.0,7.0,1.0,7.0,3.0,2.0,1.0,2.0,31.0,25.4,
1605,13,1996-11-23,33,L,,17.0,32.0,0.531,0.0,6.0,0.0,10.0,12.0,0.833,6.0,4.0,2.0,1.0,2.0,44.0,32.1,
1606,14,1996-11-25,33,W,,14.0,26.0,0.5379999999999999,1.0,3.0,0.333,11.0,12.0,0.917,7.0,2.0,2.0,4.0,2.0,40.0,32.5,
1607,15,1996-11-29,33,W,,13.0,23.0,0.565,4.0,5.0,0.8,6.0,6.0,1.0,7.0,4.0,2.0,0.0,2.0,36.0,29.6,
1608,16,1996-11-30,33,W,,14.0,35.0,0.4,2.0,5.0,0.4,5.0,5.0,1.0,9.0,3.0,0.0,0.0,1.0,35.0,19.9,
1609,17,1996-12-03,33,W,,13.0,27.0,0.481,0.0,0.0,,14.0,17.0,0.8240000000000001,6.0,6.0,0.0,0.0,3.0,40.0,28.5,
1610,18,1996-12-05,33,W,,9.0,21.0,0.429,0.0,3.0,0.0,2.0,3.0,0.667,4.0,6.0,2.0,0.0,1.0,20.0,14.1,
1611,19,1996-12-07,33,L,,16.0,30.0,0.5329999999999999,0.0,3.0,0.0,5.0,6.0,0.833,9.0,3.0,0.0,0.0,0.0,37.0,26.8,
1612,20,1996-12-08,33,L,,5.0,17.0,0.294,1.0,4.0,0.25,2.0,2.0,1.0,9.0,8.0,2.0,2.0,3.0,13.0,11.4,
1613,21,1996-12-11,33,W,,10.0,16.0,0.625,1.0,1.0,1.0,6.0,6.0,1.0,7.0,3.0,3.0,0.0,1.0,27.0,26.0,
1614,22,1996-12-13,33,W,,9.0,19.0,0.474,3.0,5.0,0.6,11.0,12.0,0.917,6.0,6.0,4.0,0.0,1.0,32.0,30.1,
1615,23,1996-12-14,33,W,,10.0,26.0,0.385,0.0,3.0,0.0,9.0,12.0,0.75,9.0,5.0,5.0,0.0,1.0,29.0,24.6,
1616,24,1996-12-17,33,W,,10.0,32.0,0.313,0.0,2.0,0.0,10.0,14.0,0.7140000000000001,9.0,3.0,1.0,1.0,2.0,30.0,15.7,
1617,25,1996-12-19,33,W,,13.0,27.0,0.481,3.0,8.0,0.375,6.0,7.0,0.857,8.0,1.0,1.0,1.0,2.0,35.0,25.7,
1618,26,1996-12-21,33,W,,12.0,29.0,0.414,1.0,3.0,0.333,6.0,8.0,0.75,1.0,3.0,1.0,1.0,1.0,31.0,16.2,
1619,27,1996-12-23,33,W,,10.0,18.0,0.556,0.0,1.0,0.0,4.0,4.0,1.0,3.0,4.0,0.0,0.0,3.0,24.0,16.5,
1620,28,1996-12-25,33,W,,9.0,21.0,0.429,0.0,4.0,0.0,5.0,7.0,0.7140000000000001,10.0,2.0,1.0,0.0,4.0,23.0,13.7,
1621,29,1996-12-26,33,L,,10.0,25.0,0.4,2.0,5.0,0.4,12.0,13.0,0.923,3.0,1.0,2.0,1.0,0.0,34.0,23.6,
1622,30,1996-12-28,33,W,,13.0,25.0,0.52,0.0,1.0,0.0,19.0,20.0,0.95,7.0,5.0,3.0,0.0,4.0,45.0,36.1,
1623,31,1996-12-30,33,W,,12.0,29.0,0.414,1.0,5.0,0.2,3.0,4.0,0.75,7.0,4.0,1.0,0.0,3.0,28.0,15.8,
1624,32,1997-01-03,33,W,,10.0,18.0,0.556,0.0,2.0,0.0,2.0,2.0,1.0,4.0,6.0,2.0,1.0,2.0,22.0,19.1,
1625,33,1997-01-06,33,W,,8.0,20.0,0.4,2.0,3.0,0.667,5.0,6.0,0.833,8.0,3.0,3.0,1.0,1.0,23.0,19.8,
1626,34,1997-01-10,33,W,,11.0,23.0,0.478,3.0,4.0,0.75,8.0,13.0,0.615,5.0,3.0,0.0,0.0,0.0,33.0,22.5,
1627,35,1997-01-11,33,W,,12.0,25.0,0.48,4.0,6.0,0.667,4.0,4.0,1.0,6.0,7.0,2.0,0.0,3.0,32.0,24.6,
1628,36,1997-01-14,33,W,,14.0,27.0,0.519,0.0,4.0,0.0,11.0,11.0,1.0,2.0,2.0,2.0,0.0,0.0,39.0,28.5,
1629,37,1997-01-15,33,W,,12.0,22.0,0.545,1.0,5.0,0.2,0.0,0.0,,3.0,4.0,1.0,1.0,3.0,25.0,16.4,
1630,38,1997-01-17,33,W,,10.0,15.0,0.667,1.0,2.0,0.5,3.0,4.0,0.75,7.0,11.0,2.0,0.0,1.0,24.0,27.5,
1631,39,1997-01-19,33,L,,8.0,25.0,0.32,1.0,6.0,0.16699999999999998,9.0,9.0,1.0,14.0,5.0,1.0,1.0,1.0,26.0,21.3,
1632,40,1997-01-21,33,W,,18.0,30.0,0.6,5.0,8.0,0.625,10.0,11.0,0.909,4.0,4.0,2.0,0.0,2.0,51.0,40.8,
1633,41,1997-01-23,33,W,,10.0,24.0,0.417,1.0,5.0,0.2,11.0,12.0,0.917,9.0,0.0,1.0,0.0,4.0,32.0,18.1,
1634,42,1997-01-25,33,W,,10.0,16.0,0.625,3.0,4.0,0.75,1.0,2.0,0.5,3.0,4.0,2.0,0.0,0.0,24.0,22.1,
1635,43,1997-01-28,33,W,,12.0,19.0,0.632,1.0,3.0,0.333,3.0,4.0,0.75,4.0,3.0,4.0,0.0,2.0,28.0,24.4,
1636,44,1997-01-30,33,W,,11.0,19.0,0.579,1.0,5.0,0.2,9.0,10.0,0.9,6.0,2.0,3.0,0.0,2.0,32.0,25.7,
1637,45,1997-01-31,33,W,,8.0,17.0,0.471,1.0,6.0,0.16699999999999998,1.0,1.0,1.0,4.0,8.0,3.0,0.0,2.0,18.0,16.3,
1638,46,1997-02-02,33,W,,19.0,28.0,0.679,2.0,3.0,0.667,5.0,6.0,0.833,7.0,3.0,1.0,0.0,1.0,45.0,37.2,
1639,47,1997-02-04,33,W,,15.0,30.0,0.5,1.0,4.0,0.25,5.0,5.0,1.0,5.0,2.0,1.0,2.0,0.0,36.0,25.5,
1640,48,1997-02-05,33,L,,10.0,24.0,0.417,2.0,5.0,0.4,5.0,6.0,0.833,4.0,4.0,1.0,1.0,2.0,27.0,17.5,
1641,49,1997-02-11,33,W,,16.0,24.0,0.667,1.0,2.0,0.5,10.0,14.0,0.7140000000000001,5.0,4.0,3.0,0.0,5.0,43.0,32.5,
1642,50,1997-02-14,33,W,,13.0,28.0,0.464,1.0,2.0,0.5,3.0,5.0,0.6,8.0,4.0,2.0,0.0,4.0,30.0,19.2,
1643,51,1997-02-16,33,W,,8.0,20.0,0.4,3.0,4.0,0.75,0.0,0.0,,8.0,10.0,4.0,0.0,2.0,19.0,18.8,
1644,52,1997-02-18,34,W,,10.0,18.0,0.556,1.0,3.0,0.333,3.0,4.0,0.75,5.0,12.0,3.0,0.0,0.0,24.0,27.5,
1645,53,1997-02-21,34,W,,13.0,28.0,0.464,3.0,4.0,0.75,7.0,12.0,0.583,4.0,4.0,1.0,0.0,2.0,36.0,22.2,
1646,54,1997-02-22,34,W,,13.0,19.0,0.684,5.0,8.0,0.625,3.0,4.0,0.75,5.0,1.0,3.0,0.0,2.0,34.0,28.7,
1647,55,1997-02-24,34,W,,13.0,27.0,0.481,3.0,7.0,0.429,8.0,9.0,0.889,4.0,3.0,0.0,0.0,1.0,37.0,25.2,
1648,56,1997-02-27,34,L,,7.0,25.0,0.28,0.0,3.0,0.0,9.0,9.0,1.0,8.0,4.0,0.0,0.0,2.0,23.0,11.1,
1649,57,1997-02-28,34,W,,13.0,20.0,0.65,5.0,7.0,0.7140000000000001,4.0,5.0,0.8,9.0,6.0,1.0,1.0,2.0,35.0,32.0,
1650,58,1997-03-03,34,W,,11.0,19.0,0.579,3.0,7.0,0.429,6.0,6.0,1.0,3.0,6.0,2.0,0.0,2.0,31.0,26.4,
1651,59,1997-03-05,34,W,,7.0,17.0,0.412,1.0,4.0,0.25,1.0,2.0,0.5,2.0,4.0,2.0,0.0,0.0,16.0,11.9,
1652,60,1997-03-07,34,W,,11.0,21.0,0.524,1.0,3.0,0.333,15.0,17.0,0.882,4.0,5.0,2.0,1.0,4.0,38.0,29.5,
1653,61,1997-03-09,34,L,,14.0,31.0,0.452,0.0,3.0,0.0,8.0,9.0,0.889,6.0,4.0,1.0,0.0,1.0,36.0,24.1,
1654,62,1997-03-11,34,W,,13.0,23.0,0.565,1.0,3.0,0.333,5.0,6.0,0.833,4.0,9.0,3.0,0.0,2.0,32.0,28.4,
1655,63,1997-03-12,34,W,,9.0,24.0,0.375,1.0,4.0,0.25,4.0,5.0,0.8,5.0,3.0,2.0,1.0,4.0,23.0,10.9,
1656,64,1997-03-14,34,L,,16.0,34.0,0.471,1.0,3.0,0.333,3.0,5.0,0.6,8.0,5.0,0.0,1.0,1.0,36.0,23.8,
1657,65,1997-03-15,34,W,,5.0,11.0,0.455,0.0,1.0,0.0,0.0,0.0,,4.0,3.0,1.0,2.0,3.0,10.0,7.0,
1658,66,1997-03-18,34,W,,10.0,28.0,0.35700000000000004,0.0,4.0,0.0,12.0,13.0,0.923,18.0,2.0,0.0,0.0,8.0,32.0,16.8,
1659,67,1997-03-21,34,W,,11.0,25.0,0.44,1.0,3.0,0.333,13.0,14.0,0.929,6.0,4.0,2.0,1.0,2.0,36.0,29.4,
1660,68,1997-03-22,34,W,,8.0,20.0,0.4,3.0,6.0,0.5,4.0,4.0,1.0,5.0,7.0,2.0,1.0,0.0,23.0,20.9,
1661,69,1997-03-25,34,W,,9.0,20.0,0.45,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,0.0,2.0,20.0,11.8,
1662,70,1997-03-27,34,W,,5.0,17.0,0.294,0.0,0.0,,2.0,3.0,0.667,10.0,4.0,0.0,2.0,6.0,12.0,3.3,
1663,71,1997-03-29,34,W,,9.0,21.0,0.429,1.0,2.0,0.5,2.0,3.0,0.667,6.0,10.0,0.0,2.0,0.0,21.0,19.3,
1664,72,1997-04-01,34,W,,8.0,11.0,0.727,0.0,0.0,,5.0,9.0,0.556,8.0,2.0,2.0,0.0,2.0,21.0,18.3,
1665,73,1997-04-03,34,L,,14.0,30.0,0.467,1.0,4.0,0.25,5.0,6.0,0.833,1.0,6.0,2.0,1.0,2.0,34.0,22.6,
1666,74,1997-04-04,34,W,,9.0,16.0,0.563,0.0,1.0,0.0,4.0,5.0,0.8,5.0,3.0,1.0,2.0,0.0,22.0,19.6,
1667,75,1997-04-06,34,W,,13.0,22.0,0.591,3.0,6.0,0.5,8.0,9.0,0.889,8.0,5.0,3.0,1.0,4.0,37.0,31.6,
1668,76,1997-04-07,34,W,,13.0,25.0,0.52,3.0,4.0,0.75,1.0,2.0,0.5,8.0,2.0,3.0,2.0,2.0,30.0,24.3,
1669,77,1997-04-09,34,W,,8.0,19.0,0.421,0.0,3.0,0.0,7.0,8.0,0.875,3.0,2.0,5.0,0.0,6.0,23.0,13.0,
1670,78,1997-04-10,34,W,,12.0,26.0,0.462,1.0,3.0,0.333,9.0,10.0,0.9,8.0,6.0,1.0,1.0,3.0,34.0,24.7,
1671,79,1997-04-13,34,L,,7.0,16.0,0.438,0.0,3.0,0.0,4.0,4.0,1.0,9.0,7.0,0.0,0.0,4.0,18.0,13.2,
1672,80,1997-04-14,34,W,,12.0,24.0,0.5,4.0,7.0,0.5710000000000001,2.0,2.0,1.0,11.0,10.0,3.0,1.0,2.0,30.0,30.0,
1673,81,1997-04-16,34,L,,11.0,27.0,0.407,2.0,5.0,0.4,2.0,4.0,0.5,8.0,3.0,0.0,1.0,3.0,26.0,11.3,
1674,82,1997-04-19,34,L,,14.0,22.0,0.636,1.0,1.0,1.0,4.0,8.0,0.5,3.0,3.0,2.0,0.0,4.0,33.0,21.0,
1675,1,1995-11-03,32,W,,16.0,29.0,0.552,3.0,7.0,0.429,7.0,9.0,0.778,6.0,7.0,0.0,0.0,1.0,42.0,31.8,
1676,2,1995-11-04,32,W,,5.0,12.0,0.417,0.0,1.0,0.0,5.0,7.0,0.7140000000000001,0.0,3.0,3.0,1.0,0.0,15.0,12.0,
1677,3,1995-11-07,32,W,,13.0,19.0,0.684,3.0,4.0,0.75,9.0,9.0,1.0,4.0,5.0,4.0,0.0,1.0,38.0,37.2,
1678,4,1995-11-09,32,W,,12.0,24.0,0.5,4.0,8.0,0.5,1.0,2.0,0.5,5.0,3.0,0.0,0.0,3.0,29.0,16.0,
1679,5,1995-11-11,32,W,,11.0,23.0,0.478,0.0,2.0,0.0,14.0,15.0,0.933,3.0,7.0,1.0,1.0,3.0,36.0,28.0,
1680,6,1995-11-14,32,L,,8.0,20.0,0.4,3.0,7.0,0.429,4.0,5.0,0.8,7.0,6.0,2.0,0.0,2.0,23.0,17.3,
1681,7,1995-11-15,32,W,,7.0,10.0,0.7,1.0,2.0,0.5,5.0,7.0,0.7140000000000001,7.0,2.0,1.0,0.0,1.0,20.0,18.1,
1682,8,1995-11-17,32,W,,7.0,16.0,0.438,0.0,1.0,0.0,4.0,4.0,1.0,3.0,3.0,4.0,0.0,5.0,18.0,10.8,
1683,9,1995-11-21,32,W,,12.0,25.0,0.48,0.0,2.0,0.0,12.0,13.0,0.923,8.0,5.0,2.0,2.0,0.0,36.0,31.0,
1684,10,1995-11-22,32,W,,15.0,27.0,0.556,1.0,1.0,1.0,7.0,8.0,0.875,9.0,2.0,4.0,0.0,5.0,38.0,26.6,
1685,11,1995-11-24,32,W,,9.0,21.0,0.429,2.0,5.0,0.4,14.0,17.0,0.8240000000000001,8.0,6.0,1.0,0.0,4.0,34.0,24.1,
1686,12,1995-11-26,32,L,,6.0,19.0,0.316,0.0,4.0,0.0,10.0,11.0,0.909,5.0,4.0,2.0,0.0,4.0,22.0,13.4,
1687,13,1995-11-27,32,W,,13.0,22.0,0.591,0.0,3.0,0.0,7.0,8.0,0.875,3.0,8.0,4.0,0.0,4.0,33.0,28.1,
1688,14,1995-11-30,32,W,,14.0,26.0,0.5379999999999999,0.0,2.0,0.0,1.0,2.0,0.5,3.0,4.0,3.0,0.0,2.0,29.0,20.7,
1689,15,1995-12-02,32,W,,13.0,22.0,0.591,0.0,2.0,0.0,11.0,14.0,0.7859999999999999,11.0,5.0,4.0,1.0,2.0,37.0,35.9,
1690,16,1995-12-06,32,W,,8.0,27.0,0.29600000000000004,0.0,0.0,,6.0,6.0,1.0,3.0,8.0,0.0,0.0,0.0,22.0,11.6,
1691,17,1995-12-08,32,W,,11.0,23.0,0.478,0.0,1.0,0.0,6.0,6.0,1.0,5.0,6.0,3.0,1.0,1.0,28.0,23.5,
1692,18,1995-12-09,32,W,,16.0,28.0,0.5710000000000001,0.0,0.0,,13.0,16.0,0.813,5.0,4.0,2.0,0.0,2.0,45.0,34.9,
1693,19,1995-12-13,32,W,,15.0,30.0,0.5,4.0,7.0,0.5710000000000001,2.0,6.0,0.333,6.0,2.0,2.0,1.0,4.0,36.0,21.3,
1694,20,1995-12-14,32,W,,8.0,16.0,0.5,1.0,4.0,0.25,5.0,5.0,1.0,3.0,1.0,0.0,0.0,3.0,22.0,11.8,
1695,21,1995-12-16,32,W,,5.0,20.0,0.25,0.0,1.0,0.0,10.0,10.0,1.0,7.0,6.0,5.0,1.0,3.0,20.0,17.0,
1696,22,1995-12-18,32,W,,16.0,27.0,0.593,0.0,1.0,0.0,5.0,8.0,0.625,6.0,3.0,5.0,0.0,2.0,37.0,29.4,
1697,23,1995-12-19,32,W,,12.0,23.0,0.522,0.0,1.0,0.0,8.0,8.0,1.0,4.0,4.0,1.0,0.0,0.0,32.0,25.7,
1698,24,1995-12-22,32,W,,9.0,19.0,0.474,2.0,3.0,0.667,7.0,7.0,1.0,10.0,5.0,3.0,0.0,2.0,27.0,25.6,
1699,25,1995-12-23,32,W,,12.0,22.0,0.545,1.0,2.0,0.5,5.0,5.0,1.0,7.0,8.0,3.0,1.0,2.0,30.0,28.4,
1700,26,1995-12-26,32,L,,11.0,28.0,0.393,1.0,2.0,0.5,7.0,9.0,0.778,10.0,4.0,1.0,2.0,2.0,30.0,19.8,
1701,27,1995-12-29,32,W,,8.0,20.0,0.4,0.0,2.0,0.0,13.0,18.0,0.722,7.0,3.0,3.0,0.0,4.0,29.0,19.0,
1702,28,1995-12-30,32,W,,14.0,27.0,0.519,1.0,2.0,0.5,4.0,6.0,0.667,7.0,6.0,4.0,1.0,5.0,33.0,24.5,
1703,29,1996-01-03,32,W,,17.0,29.0,0.586,1.0,1.0,1.0,3.0,4.0,0.75,8.0,5.0,3.0,0.0,1.0,38.0,32.0,
1704,30,1996-01-04,32,W,,11.0,20.0,0.55,0.0,1.0,0.0,5.0,7.0,0.7140000000000001,5.0,5.0,1.0,0.0,1.0,27.0,21.6,
1705,31,1996-01-06,32,W,,10.0,20.0,0.5,2.0,4.0,0.5,10.0,12.0,0.833,2.0,3.0,3.0,1.0,0.0,32.0,27.2,
1706,32,1996-01-10,32,W,,14.0,25.0,0.56,1.0,2.0,0.5,6.0,7.0,0.857,14.0,5.0,0.0,1.0,4.0,35.0,26.7,
1707,33,1996-01-13,32,W,,18.0,28.0,0.643,5.0,7.0,0.7140000000000001,7.0,7.0,1.0,10.0,2.0,1.0,1.0,2.0,48.0,40.5,
1708,34,1996-01-15,32,W,,16.0,31.0,0.516,3.0,7.0,0.429,11.0,11.0,1.0,4.0,2.0,1.0,0.0,5.0,46.0,27.3,
1709,35,1996-01-16,32,W,,13.0,22.0,0.591,2.0,6.0,0.333,4.0,6.0,0.667,7.0,2.0,3.0,0.0,1.0,32.0,27.3,
1710,36,1996-01-18,32,W,,14.0,28.0,0.5,4.0,8.0,0.5,6.0,8.0,0.75,9.0,2.0,1.0,0.0,1.0,38.0,28.9,
1711,37,1996-01-21,32,W,,12.0,23.0,0.522,3.0,5.0,0.6,9.0,11.0,0.818,8.0,4.0,2.0,1.0,3.0,36.0,29.6,
1712,38,1996-01-23,32,W,,13.0,23.0,0.565,3.0,4.0,0.75,4.0,5.0,0.8,6.0,4.0,3.0,0.0,2.0,33.0,27.3,
1713,39,1996-01-24,32,W,,4.0,10.0,0.4,0.0,1.0,0.0,4.0,6.0,0.667,3.0,6.0,0.0,0.0,1.0,12.0,8.7,
1714,40,1996-01-26,32,W,,10.0,21.0,0.476,1.0,3.0,0.333,4.0,5.0,0.8,9.0,4.0,3.0,2.0,8.0,25.0,15.8,
1715,41,1996-01-28,32,W,,13.0,25.0,0.52,0.0,2.0,0.0,5.0,7.0,0.7140000000000001,6.0,6.0,3.0,1.0,2.0,31.0,24.8,
1716,42,1996-01-30,32,W,,7.0,26.0,0.269,1.0,6.0,0.16699999999999998,7.0,8.0,0.875,8.0,1.0,4.0,0.0,2.0,22.0,11.3,
1717,43,1996-02-01,32,W,,7.0,16.0,0.438,0.0,1.0,0.0,13.0,14.0,0.929,2.0,1.0,2.0,1.0,4.0,27.0,16.6,
1718,44,1996-02-02,32,W,,8.0,17.0,0.471,0.0,0.0,,1.0,1.0,1.0,7.0,7.0,1.0,0.0,3.0,17.0,13.7,
