,G,Date,Age,WL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PTS,GmSc,+/-
722,38,2003-01-14,39,L,,8.0,23.0,0.348,0.0,0.0,,6.0,6.0,1.0,5.0,4.0,3.0,2.0,2.0,22.0,16.2,-3.0
723,39,2003-01-16,39,W,,12.0,25.0,0.48,0.0,1.0,0.0,8.0,10.0,0.8,6.0,8.0,2.0,0.0,1.0,32.0,26.1,11.0
724,40,2003-01-18,39,L,,10.0,25.0,0.4,0.0,3.0,0.0,5.0,6.0,0.833,8.0,7.0,5.0,1.0,2.0,25.0,21.3,-14.0
725,41,2003-01-20,39,W,,11.0,22.0,0.5,0.0,2.0,0.0,3.0,4.0,0.75,5.0,6.0,1.0,1.0,3.0,25.0,17.2,15.0
726,42,2003-01-22,39,L,,9.0,21.0,0.429,0.0,0.0,,0.0,0.0,,4.0,3.0,3.0,0.0,2.0,18.0,10.8,-10.0
727,43,2003-01-24,39,L,,4.0,14.0,0.28600000000000003,0.0,0.0,,3.0,4.0,0.75,5.0,3.0,1.0,1.0,1.0,11.0,6.7,4.0
728,44,2003-01-25,39,L,,8.0,18.0,0.444,0.0,1.0,0.0,1.0,2.0,0.5,8.0,5.0,2.0,1.0,4.0,17.0,11.8,-8.0
729,45,2003-01-27,39,W,,9.0,14.0,0.643,0.0,0.0,,1.0,2.0,0.5,7.0,1.0,2.0,0.0,5.0,19.0,11.8,9.0
730,46,2003-01-29,39,L,,4.0,16.0,0.25,0.0,0.0,,0.0,0.0,,5.0,5.0,0.0,0.0,3.0,8.0,-0.4,-8.0
731,47,2003-01-30,39,L,,11.0,24.0,0.458,0.0,1.0,0.0,2.0,3.0,0.667,4.0,4.0,1.0,0.0,2.0,24.0,14.6,-16.0
732,48,2003-02-01,39,W,,18.0,33.0,0.545,0.0,0.0,,9.0,10.0,0.9,3.0,6.0,1.0,1.0,2.0,45.0,31.9,14.0
733,49,2003-02-04,39,W,,13.0,26.0,0.5,0.0,0.0,,1.0,1.0,1.0,4.0,8.0,4.0,1.0,2.0,27.0,22.3,8.0
734,50,2003-02-11,39,L,,5.0,19.0,0.263,0.0,0.0,,2.0,2.0,1.0,7.0,2.0,0.0,0.0,1.0,12.0,4.0,-25.0
735,51,2003-02-12,39,W,,8.0,24.0,0.333,0.0,0.0,,7.0,9.0,0.778,6.0,12.0,2.0,1.0,2.0,23.0,17.9,10.0
736,52,2003-02-14,39,L,,3.0,12.0,0.25,0.0,0.0,,5.0,5.0,1.0,2.0,3.0,0.0,0.0,2.0,11.0,4.9,-35.0
737,53,2003-02-19,40,L,,8.0,23.0,0.348,0.0,0.0,,4.0,6.0,0.667,6.0,2.0,0.0,2.0,3.0,20.0,9.1,-21.0
738,54,2003-02-21,40,W,,18.0,30.0,0.6,0.0,0.0,,7.0,8.0,0.875,10.0,3.0,4.0,1.0,1.0,43.0,36.8,9.0
739,55,2003-02-23,40,L,,14.0,26.0,0.5379999999999999,0.0,0.0,,2.0,2.0,1.0,9.0,3.0,2.0,1.0,6.0,30.0,18.5,-1.0
740,56,2003-02-25,40,W,,11.0,25.0,0.44,0.0,0.0,,3.0,4.0,0.75,6.0,3.0,1.0,0.0,1.0,25.0,14.6,13.0
741,57,2003-02-27,40,W,,15.0,26.0,0.5770000000000001,0.0,0.0,,5.0,7.0,0.7140000000000001,11.0,6.0,0.0,0.0,3.0,35.0,25.3,0.0
742,58,2003-03-01,40,W,,7.0,18.0,0.389,0.0,2.0,0.0,3.0,4.0,0.75,8.0,8.0,0.0,0.0,2.0,17.0,12.0,21.0
743,59,2003-03-02,40,L,,9.0,27.0,0.333,0.0,1.0,0.0,3.0,3.0,1.0,8.0,2.0,1.0,3.0,0.0,21.0,12.2,1.0
744,60,2003-03-04,40,L,,2.0,5.0,0.4,0.0,0.0,,0.0,0.0,,3.0,2.0,0.0,0.0,3.0,4.0,0.6,-2.0
745,61,2003-03-05,40,W,,4.0,14.0,0.28600000000000003,0.0,0.0,,2.0,2.0,1.0,9.0,0.0,0.0,0.0,1.0,10.0,3.9,11.0
746,62,2003-03-07,40,L,,11.0,24.0,0.458,0.0,1.0,0.0,5.0,6.0,0.833,9.0,3.0,2.0,0.0,1.0,27.0,19.2,7.0
747,63,2003-03-09,40,L,,13.0,22.0,0.591,0.0,0.0,,13.0,15.0,0.867,8.0,1.0,1.0,0.0,3.0,39.0,28.3,7.0
748,64,2003-03-11,40,W,,10.0,18.0,0.556,0.0,0.0,,3.0,3.0,1.0,4.0,2.0,2.0,0.0,9.0,23.0,8.4,-5.0
749,65,2003-03-14,40,L,,6.0,18.0,0.333,0.0,0.0,,3.0,4.0,0.75,5.0,4.0,2.0,1.0,0.0,15.0,11.0,-17.0
750,66,2003-03-15,40,W,,9.0,18.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,19.0,13.1,4.0
751,67,2003-03-18,40,L,,10.0,25.0,0.4,0.0,1.0,0.0,3.0,4.0,0.75,11.0,3.0,0.0,0.0,2.0,23.0,12.1,-2.0
752,68,2003-03-21,40,L,,4.0,12.0,0.333,0.0,1.0,0.0,6.0,6.0,1.0,5.0,2.0,1.0,1.0,2.0,14.0,10.6,-29.0
753,69,2003-03-23,40,L,,11.0,23.0,0.478,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,0.0,3.0,24.0,14.8,-5.0
754,70,2003-03-25,40,W,,11.0,19.0,0.579,0.0,0.0,,3.0,4.0,0.75,5.0,7.0,2.0,0.0,1.0,25.0,21.5,6.0
755,71,2003-03-26,40,W,,12.0,22.0,0.545,0.0,0.0,,2.0,3.0,0.667,10.0,4.0,2.0,1.0,4.0,26.0,18.7,5.0
756,72,2003-03-28,40,L,,10.0,20.0,0.5,0.0,0.0,,3.0,4.0,0.75,0.0,4.0,1.0,0.0,1.0,23.0,15.0,-10.0
757,73,2003-03-30,40,L,,9.0,23.0,0.391,0.0,1.0,0.0,1.0,2.0,0.5,5.0,2.0,1.0,0.0,5.0,19.0,5.0,-20.0
758,74,2003-04-02,40,L,,8.0,17.0,0.471,0.0,0.0,,1.0,2.0,0.5,1.0,4.0,0.0,0.0,1.0,17.0,9.2,-2.0
759,75,2003-04-03,40,L,,10.0,23.0,0.435,0.0,1.0,0.0,2.0,2.0,1.0,14.0,7.0,2.0,0.0,0.0,22.0,20.6,-5.0
760,76,2003-04-06,40,W,,10.0,22.0,0.455,1.0,1.0,1.0,4.0,4.0,1.0,13.0,7.0,2.0,0.0,2.0,25.0,22.0,-9.0
761,77,2003-04-08,40,W,,10.0,19.0,0.526,1.0,1.0,1.0,5.0,5.0,1.0,10.0,3.0,3.0,1.0,1.0,26.0,25.7,11.0
762,78,2003-04-09,40,L,,8.0,17.0,0.471,1.0,2.0,0.5,4.0,4.0,1.0,10.0,1.0,2.0,0.0,1.0,21.0,16.2,0.0
763,79,2003-04-11,40,W,,11.0,26.0,0.423,0.0,1.0,0.0,3.0,3.0,1.0,2.0,4.0,2.0,0.0,1.0,25.0,15.2,2.0
764,80,2003-04-12,40,L,,8.0,16.0,0.5,0.0,0.0,,1.0,2.0,0.5,8.0,6.0,1.0,1.0,2.0,17.0,14.5,12.0
765,81,2003-04-14,40,L,,9.0,22.0,0.409,0.0,3.0,0.0,3.0,3.0,1.0,8.0,1.0,1.0,0.0,2.0,21.0,11.3,-11.0
766,82,2003-04-16,40,L,,6.0,15.0,0.4,0.0,0.0,,3.0,4.0,0.75,4.0,4.0,0.0,0.0,2.0,15.0,8.5,-12.0
767,1,2001-10-30,38,L,,7.0,21.0,0.333,0.0,3.0,0.0,5.0,6.0,0.833,5.0,6.0,4.0,0.0,3.0,19.0,13.4,-9.0
768,2,2001-11-01,38,W,,13.0,30.0,0.433,0.0,3.0,0.0,5.0,6.0,0.833,6.0,6.0,2.0,0.0,1.0,31.0,21.0,6.0
769,3,2001-11-03,38,W,,7.0,21.0,0.333,0.0,0.0,,6.0,9.0,0.667,6.0,9.0,2.0,1.0,2.0,20.0,16.1,14.0
770,4,2001-11-04,38,L,,8.0,18.0,0.444,0.0,0.0,,3.0,3.0,1.0,8.0,2.0,1.0,0.0,1.0,19.0,13.0,-24.0
771,5,2001-11-07,38,L,,12.0,26.0,0.462,0.0,1.0,0.0,8.0,10.0,0.8,8.0,2.0,2.0,0.0,5.0,32.0,18.6,-8.0
772,6,2001-11-09,38,L,,13.0,30.0,0.433,0.0,1.0,0.0,6.0,8.0,0.75,3.0,3.0,3.0,0.0,3.0,32.0,17.2,-18.0
773,7,2001-11-11,38,L,,5.0,26.0,0.192,0.0,1.0,0.0,6.0,6.0,1.0,12.0,4.0,1.0,2.0,1.0,16.0,7.2,-9.0
774,8,2001-11-14,38,L,,12.0,24.0,0.5,0.0,1.0,0.0,7.0,8.0,0.875,4.0,3.0,2.0,1.0,3.0,31.0,20.8,-12.0
775,9,2001-11-16,38,L,,17.0,33.0,0.515,1.0,2.0,0.5,9.0,11.0,0.818,7.0,3.0,1.0,0.0,0.0,44.0,33.3,-11.0
776,10,2001-11-20,38,L,,13.0,23.0,0.565,1.0,2.0,0.5,3.0,4.0,0.75,4.0,6.0,2.0,0.0,5.0,30.0,19.5,-7.0
777,11,2001-11-22,38,L,,8.0,26.0,0.308,0.0,1.0,0.0,5.0,5.0,1.0,5.0,6.0,2.0,1.0,3.0,21.0,11.0,-12.0
778,12,2001-11-24,38,W,,7.0,24.0,0.292,0.0,1.0,0.0,3.0,3.0,1.0,11.0,6.0,1.0,0.0,2.0,17.0,8.7,2.0
779,13,2001-11-27,38,L,,9.0,24.0,0.375,0.0,0.0,,0.0,0.0,,4.0,5.0,1.0,0.0,0.0,18.0,10.1,-6.0
780,14,2001-11-28,38,W,,11.0,27.0,0.407,0.0,1.0,0.0,8.0,10.0,0.8,6.0,7.0,5.0,1.0,1.0,30.0,25.3,0.0
781,15,2001-11-30,38,W,,10.0,20.0,0.5,0.0,1.0,0.0,2.0,3.0,0.667,7.0,5.0,0.0,0.0,2.0,22.0,14.8,15.0
782,16,2001-12-01,38,L,,6.0,19.0,0.316,0.0,0.0,,3.0,3.0,1.0,7.0,7.0,0.0,2.0,2.0,15.0,8.9,-5.0
783,17,2001-12-06,38,W,,9.0,23.0,0.391,0.0,0.0,,0.0,0.0,,6.0,7.0,0.0,0.0,4.0,18.0,7.4,4.0
784,18,2001-12-08,38,W,,7.0,21.0,0.333,0.0,1.0,0.0,7.0,9.0,0.778,12.0,4.0,4.0,0.0,1.0,21.0,17.3,12.0
785,19,2001-12-11,38,W,,8.0,19.0,0.421,0.0,1.0,0.0,0.0,0.0,,6.0,9.0,0.0,0.0,0.0,16.0,13.2,7.0
786,20,2001-12-12,38,W,,9.0,23.0,0.391,0.0,1.0,0.0,7.0,11.0,0.636,6.0,7.0,1.0,1.0,1.0,25.0,18.3,14.0
787,21,2001-12-14,38,W,,8.0,19.0,0.421,0.0,1.0,0.0,3.0,3.0,1.0,6.0,6.0,1.0,2.0,5.0,19.0,10.7,15.0
788,22,2001-12-16,38,W,,8.0,21.0,0.381,0.0,0.0,,5.0,6.0,0.833,4.0,3.0,3.0,0.0,4.0,21.0,11.0,-1.0
789,23,2001-12-19,38,W,,11.0,19.0,0.579,0.0,1.0,0.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,2.0,23.0,18.8,10.0
790,24,2001-12-21,38,W,,3.0,16.0,0.188,0.0,0.0,,6.0,6.0,1.0,6.0,8.0,1.0,0.0,3.0,12.0,8.2,20.0
791,25,2001-12-22,38,W,,11.0,22.0,0.5,0.0,0.0,,4.0,7.0,0.5710000000000001,1.0,3.0,1.0,0.0,4.0,26.0,12.4,6.0
792,26,2001-12-26,38,L,,11.0,28.0,0.393,1.0,2.0,0.5,5.0,6.0,0.833,4.0,7.0,1.0,0.0,3.0,28.0,15.3,4.0
793,27,2001-12-27,38,L,,2.0,10.0,0.2,1.0,2.0,0.5,1.0,2.0,0.5,4.0,4.0,0.0,0.0,4.0,6.0,-0.2,-30.0
794,28,2001-12-29,38,W,,21.0,38.0,0.5529999999999999,0.0,2.0,0.0,9.0,10.0,0.9,7.0,4.0,3.0,0.0,4.0,51.0,35.9,24.0
795,29,2001-12-31,38,W,,16.0,32.0,0.5,1.0,3.0,0.333,12.0,13.0,0.923,10.0,7.0,3.0,0.0,3.0,45.0,35.7,26.0
796,30,2002-01-04,38,W,,9.0,24.0,0.375,0.0,2.0,0.0,11.0,13.0,0.846,7.0,3.0,2.0,2.0,5.0,29.0,16.0,17.0
797,31,2002-01-08,38,W,,9.0,24.0,0.375,0.0,0.0,,0.0,1.0,0.0,10.0,8.0,1.0,0.0,4.0,18.0,10.4,2.0
798,32,2002-01-11,38,L,,10.0,24.0,0.417,0.0,0.0,,2.0,4.0,0.5,3.0,3.0,1.0,0.0,6.0,22.0,5.6,-16.0
799,33,2002-01-12,38,L,,14.0,30.0,0.467,0.0,0.0,,7.0,7.0,1.0,6.0,4.0,1.0,1.0,5.0,35.0,20.1,-7.0
800,34,2002-01-15,38,L,,5.0,21.0,0.238,0.0,0.0,,10.0,16.0,0.625,1.0,4.0,0.0,1.0,4.0,20.0,4.7,-6.0
801,35,2002-01-16,38,L,,4.0,14.0,0.28600000000000003,0.0,0.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,3.4,-28.0
802,36,2002-01-19,38,W,,7.0,21.0,0.333,0.0,2.0,0.0,2.0,6.0,0.333,12.0,4.0,2.0,2.0,9.0,16.0,1.7,17.0
803,37,2002-01-21,38,L,,12.0,34.0,0.353,1.0,4.0,0.25,4.0,5.0,0.8,14.0,3.0,0.0,0.0,1.0,29.0,16.1,2.0
804,38,2002-01-22,38,L,,14.0,27.0,0.519,1.0,2.0,0.5,1.0,1.0,1.0,8.0,6.0,2.0,1.0,5.0,30.0,20.2,-8.0
805,39,2002-01-24,38,W,,18.0,29.0,0.621,0.0,0.0,,4.0,7.0,0.5710000000000001,8.0,2.0,2.0,0.0,0.0,40.0,31.1,9.0
806,40,2002-01-26,38,W,,17.0,30.0,0.5670000000000001,0.0,0.0,,7.0,9.0,0.778,4.0,7.0,2.0,0.0,2.0,41.0,32.1,18.0
807,41,2002-01-29,38,L,,13.0,30.0,0.433,0.0,0.0,,6.0,8.0,0.75,5.0,7.0,2.0,0.0,3.0,32.0,20.8,-1.0
808,42,2002-01-31,38,W,,11.0,27.0,0.407,0.0,1.0,0.0,4.0,4.0,1.0,5.0,8.0,1.0,0.0,4.0,26.0,16.0,9.0
809,43,2002-02-01,38,W,,10.0,24.0,0.417,0.0,1.0,0.0,8.0,10.0,0.8,4.0,8.0,2.0,2.0,1.0,28.0,22.8,5.0
810,44,2002-02-03,38,W,,11.0,19.0,0.579,1.0,1.0,1.0,0.0,0.0,,5.0,6.0,0.0,0.0,0.0,23.0,19.4,17.0
811,45,2002-02-05,38,W,,10.0,21.0,0.476,0.0,1.0,0.0,3.0,4.0,0.75,7.0,5.0,0.0,0.0,2.0,23.0,14.7,6.0
812,46,2002-02-07,38,W,,12.0,30.0,0.4,0.0,1.0,0.0,1.0,1.0,1.0,6.0,9.0,1.0,0.0,1.0,25.0,16.9,1.0
813,47,2002-02-12,38,L,,8.0,20.0,0.4,0.0,0.0,,6.0,8.0,0.75,5.0,6.0,2.0,1.0,4.0,22.0,14.4,-2.0
814,48,2002-02-14,38,L,,6.0,18.0,0.333,0.0,0.0,,4.0,6.0,0.667,1.0,4.0,1.0,0.0,3.0,16.0,6.1,-21.0
815,49,2002-02-15,38,W,,7.0,19.0,0.368,0.0,0.0,,8.0,9.0,0.889,6.0,4.0,2.0,2.0,5.0,22.0,13.3,4.0
816,50,2002-02-18,39,L,,5.0,12.0,0.417,0.0,1.0,0.0,1.0,2.0,0.5,6.0,11.0,0.0,0.0,2.0,11.0,11.3,-9.0
817,51,2002-02-21,39,L,,7.0,17.0,0.412,0.0,1.0,0.0,2.0,2.0,1.0,5.0,6.0,3.0,0.0,4.0,16.0,10.8,-9.0
818,52,2002-02-23,39,L,,13.0,25.0,0.52,1.0,1.0,1.0,10.0,12.0,0.833,5.0,7.0,0.0,0.0,4.0,37.0,25.5,-2.0
819,53,2002-02-24,39,L,,4.0,13.0,0.308,1.0,2.0,0.5,0.0,1.0,0.0,5.0,6.0,3.0,0.0,6.0,9.0,3.0,-1.0
820,54,2002-03-20,39,W,,2.0,9.0,0.222,0.0,0.0,,3.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,7.0,3.2,7.0
821,55,2002-03-21,39,L,,4.0,12.0,0.333,0.0,0.0,,3.0,4.0,0.75,4.0,4.0,1.0,0.0,1.0,11.0,7.8,-9.0
822,56,2002-03-24,39,L,,6.0,17.0,0.353,0.0,0.0,,2.0,2.0,1.0,3.0,2.0,2.0,0.0,3.0,14.0,4.2,1.0
823,57,2002-03-26,39,W,,4.0,9.0,0.444,0.0,1.0,0.0,1.0,3.0,0.333,3.0,6.0,0.0,0.0,1.0,9.0,7.2,15.0
824,58,2002-03-29,39,W,,12.0,22.0,0.545,0.0,0.0,,10.0,12.0,0.833,3.0,1.0,0.0,0.0,0.0,34.0,23.8,-7.0
825,59,2002-03-31,39,L,,4.0,14.0,0.28600000000000003,0.0,0.0,,2.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,10.0,5.9,-8.0
826,60,2002-04-02,39,L,,1.0,5.0,0.2,0.0,0.0,,0.0,0.0,,3.0,3.0,0.0,0.0,0.0,2.0,1.5,-7.0
827,1,1997-10-31,34,L,,7.0,23.0,0.304,0.0,0.0,,16.0,21.0,0.762,6.0,4.0,2.0,1.0,3.0,30.0,18.6,
828,2,1997-11-01,34,W,,7.0,14.0,0.5,0.0,0.0,,2.0,2.0,1.0,7.0,2.0,2.0,0.0,3.0,16.0,10.7,
829,3,1997-11-03,34,W,,12.0,39.0,0.308,1.0,4.0,0.25,4.0,6.0,0.667,13.0,4.0,5.0,2.0,3.0,29.0,17.4,
830,4,1997-11-05,34,W,,11.0,25.0,0.44,0.0,3.0,0.0,7.0,9.0,0.778,17.0,4.0,0.0,0.0,0.0,29.0,23.8,
831,5,1997-11-07,34,L,,11.0,25.0,0.44,0.0,1.0,0.0,5.0,7.0,0.7140000000000001,9.0,6.0,1.0,0.0,2.0,27.0,19.0,
832,6,1997-11-08,34,W,,5.0,13.0,0.385,0.0,1.0,0.0,5.0,8.0,0.625,5.0,2.0,2.0,0.0,2.0,15.0,8.8,
833,7,1997-11-11,34,L,,7.0,17.0,0.412,0.0,1.0,0.0,5.0,7.0,0.7140000000000001,6.0,1.0,1.0,0.0,3.0,19.0,10.0,
834,8,1997-11-12,34,L,,10.0,28.0,0.35700000000000004,0.0,2.0,0.0,8.0,12.0,0.667,7.0,3.0,4.0,2.0,5.0,28.0,15.8,
835,9,1997-11-14,34,W,,12.0,24.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0,4.0,7.0,1.0,1.0,2.0,28.0,22.2,
836,10,1997-11-15,34,W,,11.0,26.0,0.423,1.0,1.0,1.0,4.0,7.0,0.5710000000000001,2.0,4.0,2.0,0.0,5.0,27.0,11.6,
837,11,1997-11-20,34,L,,13.0,27.0,0.481,0.0,1.0,0.0,4.0,6.0,0.667,6.0,3.0,1.0,0.0,3.0,30.0,17.8,
838,12,1997-11-21,34,W,,18.0,38.0,0.474,0.0,2.0,0.0,13.0,19.0,0.684,5.0,5.0,1.0,1.0,4.0,49.0,29.5,
839,13,1997-11-23,34,W,,11.0,19.0,0.579,0.0,0.0,,11.0,12.0,0.917,3.0,5.0,2.0,1.0,2.0,33.0,28.8,
840,14,1997-11-25,34,L,,11.0,25.0,0.44,0.0,2.0,0.0,4.0,6.0,0.667,6.0,5.0,5.0,0.0,3.0,26.0,19.8,
841,15,1997-11-28,34,L,,11.0,26.0,0.423,0.0,2.0,0.0,4.0,8.0,0.5,7.0,2.0,2.0,0.0,1.0,26.0,14.3,
842,16,1997-11-29,34,W,,10.0,21.0,0.476,1.0,1.0,1.0,8.0,12.0,0.667,4.0,3.0,2.0,0.0,2.0,29.0,18.8,
843,17,1997-12-03,34,W,,11.0,21.0,0.524,1.0,3.0,0.333,6.0,8.0,0.75,9.0,5.0,2.0,1.0,7.0,29.0,20.6,
844,18,1997-12-05,34,W,,4.0,16.0,0.25,0.0,3.0,0.0,5.0,6.0,0.833,9.0,2.0,1.0,0.0,1.0,13.0,7.1,
845,19,1997-12-09,34,W,,10.0,23.0,0.435,0.0,0.0,,9.0,9.0,1.0,4.0,4.0,1.0,0.0,4.0,29.0,16.7,
846,20,1997-12-10,34,L,,6.0,17.0,0.353,0.0,1.0,0.0,13.0,13.0,1.0,2.0,5.0,1.0,0.0,3.0,25.0,16.8,
847,21,1997-12-12,34,L,,12.0,24.0,0.5,0.0,0.0,,4.0,6.0,0.667,9.0,5.0,0.0,0.0,4.0,28.0,17.8,
848,22,1997-12-13,34,W,,4.0,16.0,0.25,0.0,0.0,,3.0,4.0,0.75,6.0,2.0,2.0,0.0,0.0,11.0,7.4,
849,23,1997-12-15,34,W,,10.0,23.0,0.435,0.0,1.0,0.0,11.0,12.0,0.917,9.0,4.0,4.0,1.0,2.0,31.0,27.1,
850,24,1997-12-17,34,W,,12.0,22.0,0.545,1.0,2.0,0.5,11.0,12.0,0.917,5.0,4.0,1.0,1.0,4.0,36.0,26.2,
851,25,1997-12-20,34,W,,10.0,23.0,0.435,0.0,0.0,,4.0,5.0,0.8,5.0,3.0,0.0,2.0,2.0,24.0,14.9,
852,26,1997-12-23,34,W,,9.0,24.0,0.375,0.0,1.0,0.0,9.0,12.0,0.75,12.0,4.0,0.0,1.0,2.0,27.0,20.5,
853,27,1997-12-25,34,W,,8.0,20.0,0.4,0.0,1.0,0.0,8.0,12.0,0.667,11.0,4.0,2.0,0.0,3.0,24.0,18.3,
854,28,1997-12-27,34,W,,18.0,26.0,0.6920000000000001,0.0,0.0,,11.0,13.0,0.846,4.0,2.0,3.0,1.0,4.0,47.0,37.5,
855,29,1997-12-29,34,W,,16.0,29.0,0.552,0.0,1.0,0.0,9.0,11.0,0.818,7.0,0.0,0.0,2.0,2.0,41.0,27.8,
856,30,1997-12-30,34,L,,11.0,28.0,0.393,1.0,3.0,0.333,10.0,13.0,0.769,4.0,1.0,0.0,0.0,3.0,33.0,15.1,
857,31,1998-01-02,34,W,,15.0,22.0,0.682,1.0,1.0,1.0,13.0,15.0,0.867,5.0,1.0,2.0,0.0,0.0,44.0,38.0,
858,32,1998-01-03,34,W,,12.0,25.0,0.48,0.0,1.0,0.0,10.0,11.0,0.909,9.0,9.0,1.0,2.0,4.0,34.0,27.5,
859,33,1998-01-06,34,W,,5.0,13.0,0.385,0.0,1.0,0.0,9.0,12.0,0.75,3.0,4.0,3.0,0.0,3.0,19.0,14.8,
860,34,1998-01-07,34,L,,12.0,27.0,0.444,1.0,2.0,0.5,1.0,3.0,0.333,4.0,1.0,1.0,0.0,1.0,26.0,13.8,
861,35,1998-01-09,34,W,,17.0,33.0,0.515,1.0,4.0,0.25,9.0,10.0,0.9,4.0,2.0,3.0,1.0,1.0,44.0,31.8,
862,36,1998-01-10,34,W,,13.0,31.0,0.419,0.0,1.0,0.0,6.0,10.0,0.6,6.0,3.0,0.0,0.0,1.0,32.0,18.4,
863,37,1998-01-13,34,W,,12.0,27.0,0.444,0.0,2.0,0.0,16.0,18.0,0.889,1.0,2.0,0.0,0.0,1.0,40.0,24.2,
864,38,1998-01-15,34,L,,9.0,23.0,0.391,0.0,1.0,0.0,2.0,4.0,0.5,9.0,4.0,2.0,0.0,4.0,20.0,10.6,
865,39,1998-01-16,34,W,,10.0,20.0,0.5,1.0,1.0,1.0,6.0,7.0,0.857,8.0,2.0,1.0,1.0,3.0,27.0,17.9,
866,40,1998-01-18,34,W,,16.0,29.0,0.552,2.0,2.0,1.0,11.0,12.0,0.917,3.0,3.0,3.0,1.0,4.0,45.0,32.6,
867,41,1998-01-21,34,W,,14.0,23.0,0.609,1.0,3.0,0.333,4.0,4.0,1.0,5.0,6.0,3.0,1.0,1.0,33.0,30.5,
868,42,1998-01-23,34,W,,10.0,23.0,0.435,0.0,1.0,0.0,12.0,13.0,0.923,5.0,1.0,1.0,1.0,4.0,32.0,18.6,
869,43,1998-01-25,34,L,,13.0,26.0,0.5,0.0,4.0,0.0,6.0,7.0,0.857,5.0,7.0,2.0,0.0,3.0,32.0,23.6,
870,44,1998-01-27,34,W,,7.0,15.0,0.467,0.0,0.0,,6.0,6.0,1.0,0.0,3.0,1.0,1.0,1.0,20.0,15.1,
871,45,1998-01-29,34,W,,11.0,24.0,0.458,0.0,1.0,0.0,7.0,7.0,1.0,5.0,4.0,1.0,0.0,0.0,29.0,21.9,
872,46,1998-01-30,34,W,,2.0,17.0,0.118,0.0,0.0,,10.0,11.0,0.909,8.0,3.0,3.0,1.0,2.0,14.0,9.9,
873,47,1998-02-01,34,L,,11.0,26.0,0.423,0.0,1.0,0.0,9.0,12.0,0.75,5.0,2.0,1.0,0.0,1.0,31.0,18.9,
874,48,1998-02-02,34,W,,6.0,12.0,0.5,0.0,0.0,,3.0,4.0,0.75,6.0,3.0,1.0,0.0,0.0,15.0,13.5,
875,49,1998-02-04,34,L,,17.0,37.0,0.459,1.0,5.0,0.2,5.0,6.0,0.833,7.0,3.0,2.0,1.0,1.0,40.0,26.4,
876,50,1998-02-10,34,W,,8.0,21.0,0.381,0.0,3.0,0.0,2.0,5.0,0.4,5.0,1.0,2.0,0.0,2.0,18.0,7.9,
877,51,1998-02-11,34,W,,11.0,22.0,0.5,0.0,0.0,,7.0,9.0,0.778,4.0,6.0,0.0,0.0,1.0,29.0,21.2,
878,52,1998-02-13,34,W,,14.0,22.0,0.636,0.0,1.0,0.0,9.0,12.0,0.75,7.0,1.0,1.0,0.0,2.0,37.0,29.0,
879,53,1998-02-15,34,W,,7.0,17.0,0.412,0.0,1.0,0.0,7.0,8.0,0.875,12.0,5.0,3.0,0.0,3.0,21.0,17.8,
880,54,1998-02-17,35,W,,13.0,23.0,0.565,0.0,2.0,0.0,1.0,3.0,0.333,4.0,6.0,1.0,1.0,2.0,27.0,19.6,
881,55,1998-02-19,35,W,,5.0,9.0,0.556,1.0,2.0,0.5,5.0,6.0,0.833,4.0,5.0,0.0,0.0,1.0,16.0,14.2,
882,56,1998-02-21,35,W,,8.0,23.0,0.348,0.0,0.0,,3.0,5.0,0.6,8.0,3.0,1.0,2.0,1.0,19.0,11.2,
883,57,1998-02-23,35,W,,7.0,14.0,0.5,0.0,1.0,0.0,3.0,4.0,0.75,7.0,6.0,0.0,1.0,2.0,17.0,14.2,
884,58,1998-02-25,35,L,,9.0,26.0,0.34600000000000003,0.0,2.0,0.0,15.0,17.0,0.882,4.0,3.0,4.0,1.0,3.0,33.0,22.2,
885,59,1998-02-28,35,W,,10.0,17.0,0.588,0.0,1.0,0.0,8.0,9.0,0.889,2.0,2.0,0.0,0.0,2.0,28.0,19.7,
886,60,1998-03-03,35,W,,12.0,19.0,0.632,0.0,0.0,,6.0,6.0,1.0,7.0,2.0,2.0,0.0,2.0,30.0,24.6,
887,61,1998-03-08,35,W,,17.0,33.0,0.515,1.0,2.0,0.5,7.0,9.0,0.778,8.0,6.0,3.0,1.0,2.0,42.0,34.0,
888,62,1998-03-10,35,W,,17.0,30.0,0.5670000000000001,1.0,2.0,0.5,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,37.0,26.7,
889,63,1998-03-12,35,L,,10.0,24.0,0.417,1.0,3.0,0.333,5.0,11.0,0.455,7.0,3.0,1.0,1.0,1.0,26.0,15.7,
