,Unnamed: 0,Date,Age,WL,FG,FGA,FG%,3P,3PA,FT,FTA,TRB,AST,STL,BLK,TOV,PTS,GmSc
1019,1019,1988-01-07,24.0,W,11.0,22.0,0.5,0.0,0.0,6.0,11.0,9.0,5.0,6.0,4.0,3.0,28.0,27.4
1020,1020,1988-01-09,24.0,W,17.0,23.0,0.7390000000000001,0.0,0.0,11.0,14.0,3.0,8.0,4.0,0.0,1.0,45.0,43.2
1021,1021,1988-01-12,24.0,L,19.0,35.0,0.5429999999999999,0.0,1.0,4.0,5.0,4.0,6.0,3.0,1.0,0.0,42.0,34.6
1022,1022,1988-01-14,24.0,L,12.0,24.0,0.5,0.0,1.0,4.0,6.0,4.0,7.0,1.0,2.0,4.0,28.0,19.7
1023,1023,1988-01-16,24.0,W,12.0,26.0,0.462,0.0,0.0,12.0,13.0,10.0,10.0,4.0,4.0,3.0,36.0,36.4
1024,1024,1988-01-18,24.0,W,13.0,19.0,0.684,0.0,0.0,7.0,10.0,3.0,7.0,5.0,0.0,2.0,33.0,30.9
1025,1025,1988-01-19,24.0,L,14.0,22.0,0.636,0.0,0.0,10.0,10.0,3.0,4.0,3.0,1.0,2.0,38.0,33.6
1026,1026,1988-01-22,24.0,W,17.0,25.0,0.68,0.0,0.0,8.0,8.0,4.0,13.0,4.0,4.0,2.0,42.0,45.6
1027,1027,1988-01-23,24.0,W,13.0,19.0,0.684,0.0,0.0,10.0,13.0,7.0,8.0,3.0,1.0,2.0,36.0,35.3
1028,1028,1988-01-26,24.0,L,13.0,26.0,0.5,1.0,1.0,7.0,10.0,7.0,5.0,2.0,1.0,6.0,34.0,20.9
1029,1029,1988-01-27,24.0,W,12.0,21.0,0.5710000000000001,1.0,1.0,12.0,12.0,4.0,7.0,2.0,1.0,2.0,37.0,32.7
1030,1030,1988-01-29,24.0,W,14.0,18.0,0.778,0.0,0.0,4.0,5.0,1.0,4.0,10.0,2.0,3.0,32.0,35.7
1031,1031,1988-01-30,24.0,W,10.0,17.0,0.588,0.0,1.0,8.0,8.0,5.0,4.0,2.0,4.0,5.0,28.0,23.4
1032,1032,1988-02-01,24.0,L,13.0,31.0,0.419,0.0,0.0,11.0,15.0,5.0,3.0,5.0,2.0,4.0,37.0,23.3
1033,1033,1988-02-02,24.0,L,14.0,26.0,0.5379999999999999,0.0,0.0,11.0,11.0,2.0,4.0,3.0,1.0,3.0,39.0,29.7
1034,1034,1988-02-04,24.0,W,14.0,27.0,0.519,0.0,1.0,9.0,11.0,5.0,8.0,0.0,1.0,0.0,37.0,30.7
1035,1035,1988-02-09,24.0,L,7.0,22.0,0.318,0.0,0.0,6.0,8.0,7.0,9.0,4.0,0.0,2.0,20.0,15.8
1036,1036,1988-02-10,24.0,L,10.0,23.0,0.435,0.0,2.0,14.0,15.0,4.0,4.0,1.0,3.0,3.0,34.0,25.2
1037,1037,1988-02-12,24.0,W,9.0,19.0,0.474,0.0,1.0,9.0,10.0,6.0,8.0,0.0,0.0,3.0,27.0,20.1
1038,1038,1988-02-13,24.0,L,9.0,22.0,0.409,0.0,1.0,9.0,10.0,2.0,2.0,3.0,2.0,4.0,27.0,17.2
1039,1039,1988-02-15,24.0,W,13.0,22.0,0.591,0.0,0.0,6.0,8.0,13.0,8.0,5.0,2.0,2.0,32.0,35.3
1040,1040,1988-02-19,25.0,W,19.0,27.0,0.7040000000000001,0.0,0.0,11.0,14.0,3.0,3.0,3.0,3.0,5.0,49.0,39.6
1041,1041,1988-02-21,25.0,L,16.0,31.0,0.516,0.0,2.0,14.0,15.0,4.0,9.0,3.0,1.0,3.0,46.0,37.7
1042,1042,1988-02-23,25.0,W,11.0,29.0,0.379,0.0,0.0,17.0,20.0,9.0,5.0,4.0,2.0,0.0,39.0,32.7
1043,1043,1988-02-26,25.0,L,21.0,34.0,0.618,0.0,2.0,10.0,12.0,8.0,3.0,2.0,3.0,6.0,52.0,37.2
1044,1044,1988-02-27,25.0,L,16.0,27.0,0.593,0.0,0.0,6.0,8.0,2.0,3.0,3.0,3.0,3.0,38.0,27.9
1045,1045,1988-02-29,25.0,L,13.0,22.0,0.591,0.0,0.0,9.0,13.0,5.0,4.0,2.0,0.0,3.0,35.0,26.5
1046,1046,1988-03-03,25.0,W,15.0,29.0,0.517,0.0,0.0,6.0,9.0,10.0,7.0,3.0,2.0,5.0,36.0,26.2
1047,1047,1988-03-05,25.0,W,9.0,13.0,0.6920000000000001,0.0,0.0,3.0,4.0,6.0,4.0,4.0,2.0,2.0,21.0,22.3
1048,1048,1988-03-07,25.0,L,12.0,24.0,0.5,0.0,2.0,14.0,16.0,10.0,3.0,1.0,0.0,4.0,38.0,26.1
1049,1049,1988-03-10,25.0,W,17.0,34.0,0.5,0.0,1.0,4.0,4.0,9.0,7.0,3.0,1.0,2.0,38.0,31.5
1050,1050,1988-03-12,25.0,W,9.0,22.0,0.409,0.0,0.0,10.0,12.0,7.0,6.0,0.0,0.0,2.0,28.0,20.1
1051,1051,1988-03-15,25.0,W,17.0,29.0,0.586,0.0,0.0,4.0,7.0,6.0,1.0,2.0,1.0,2.0,38.0,27.3
1052,1052,1988-03-16,25.0,L,10.0,23.0,0.435,0.0,0.0,5.0,5.0,4.0,5.0,0.0,2.0,3.0,25.0,16.4
1053,1053,1988-03-18,25.0,W,19.0,32.0,0.594,1.0,2.0,11.0,11.0,5.0,9.0,5.0,1.0,1.0,50.0,46.9
1054,1054,1988-03-20,25.0,L,10.0,18.0,0.556,0.0,0.0,6.0,8.0,4.0,7.0,1.0,1.0,5.0,26.0,17.8
1055,1055,1988-03-23,25.0,W,20.0,35.0,0.5710000000000001,0.0,1.0,9.0,12.0,13.0,2.0,0.0,2.0,0.0,49.0,38.4
1056,1056,1988-03-25,25.0,W,14.0,29.0,0.483,0.0,0.0,11.0,13.0,8.0,7.0,2.0,4.0,3.0,39.0,32.2
1057,1057,1988-03-26,25.0,W,16.0,27.0,0.593,0.0,2.0,6.0,9.0,3.0,2.0,3.0,4.0,6.0,38.0,25.6
1058,1058,1988-03-29,25.0,L,8.0,17.0,0.471,0.0,0.0,10.0,12.0,4.0,4.0,2.0,2.0,6.0,26.0,17.1
1059,1059,1988-03-30,25.0,W,15.0,25.0,0.6,0.0,0.0,6.0,6.0,6.0,4.0,6.0,0.0,2.0,36.0,32.7
1060,1060,1988-04-01,25.0,W,13.0,30.0,0.433,1.0,2.0,11.0,13.0,11.0,7.0,3.0,0.0,3.0,38.0,29.2
1061,1061,1988-04-03,25.0,W,21.0,27.0,0.778,0.0,1.0,17.0,19.0,4.0,6.0,2.0,2.0,1.0,59.0,54.7
1062,1062,1988-04-05,25.0,L,12.0,20.0,0.6,0.0,1.0,5.0,8.0,3.0,1.0,4.0,2.0,6.0,29.0,18.4
1063,1063,1988-04-06,25.0,W,12.0,22.0,0.545,0.0,0.0,13.0,13.0,6.0,6.0,3.0,1.0,5.0,37.0,29.5
1064,1064,1988-04-08,25.0,W,13.0,24.0,0.542,0.0,0.0,14.0,18.0,6.0,3.0,8.0,1.0,3.0,40.0,36.0
1065,1065,1988-04-14,25.0,W,12.0,28.0,0.429,0.0,2.0,11.0,12.0,6.0,3.0,3.0,1.0,2.0,35.0,25.0
1066,1066,1988-04-15,25.0,W,11.0,20.0,0.55,0.0,0.0,6.0,8.0,0.0,4.0,2.0,0.0,3.0,28.0,17.4
1067,1067,1988-04-17,25.0,W,17.0,29.0,0.586,0.0,1.0,10.0,14.0,3.0,6.0,4.0,3.0,2.0,44.0,36.9
1068,1068,1988-04-19,25.0,W,18.0,27.0,0.667,0.0,2.0,11.0,13.0,5.0,2.0,2.0,1.0,6.0,47.0,33.7
1069,1069,1988-04-21,25.0,L,17.0,33.0,0.515,0.0,2.0,5.0,6.0,3.0,8.0,2.0,1.0,4.0,39.0,26.7
1070,1070,1988-04-22,25.0,L,12.0,26.0,0.462,0.0,0.0,2.0,2.0,1.0,7.0,4.0,1.0,2.0,26.0,18.9
1071,1071,1988-04-24,25.0,W,16.0,25.0,0.64,0.0,1.0,14.0,15.0,6.0,6.0,1.0,1.0,3.0,46.0,38.0
