,Unnamed: 0,Date,Age,WL,FG,FGA,FG%,3P,3PA,FT,FTA,TRB,AST,STL,BLK,TOV,PTS,GmSc
830,830,1997-11-05,34.0,W,11.0,25.0,0.44,0.0,3.0,7.0,9.0,17.0,4.0,0.0,0.0,0.0,29.0,23.8
831,831,1997-11-07,34.0,L,11.0,25.0,0.44,0.0,1.0,5.0,7.0,9.0,6.0,1.0,0.0,2.0,27.0,19.0
832,832,1997-11-08,34.0,W,5.0,13.0,0.385,0.0,1.0,5.0,8.0,5.0,2.0,2.0,0.0,2.0,15.0,8.8
833,833,1997-11-11,34.0,L,7.0,17.0,0.412,0.0,1.0,5.0,7.0,6.0,1.0,1.0,0.0,3.0,19.0,10.0
834,834,1997-11-12,34.0,L,10.0,28.0,0.35700000000000004,0.0,2.0,8.0,12.0,7.0,3.0,4.0,2.0,5.0,28.0,15.8
835,835,1997-11-14,34.0,W,12.0,24.0,0.5,2.0,2.0,2.0,2.0,4.0,7.0,1.0,1.0,2.0,28.0,22.2
836,836,1997-11-15,34.0,W,11.0,26.0,0.423,1.0,1.0,4.0,7.0,2.0,4.0,2.0,0.0,5.0,27.0,11.6
837,837,1997-11-20,34.0,L,13.0,27.0,0.481,0.0,1.0,4.0,6.0,6.0,3.0,1.0,0.0,3.0,30.0,17.8
838,838,1997-11-21,34.0,W,18.0,38.0,0.474,0.0,2.0,13.0,19.0,5.0,5.0,1.0,1.0,4.0,49.0,29.5
839,839,1997-11-23,34.0,W,11.0,19.0,0.579,0.0,0.0,11.0,12.0,3.0,5.0,2.0,1.0,2.0,33.0,28.8
840,840,1997-11-25,34.0,L,11.0,25.0,0.44,0.0,2.0,4.0,6.0,6.0,5.0,5.0,0.0,3.0,26.0,19.8
841,841,1997-11-28,34.0,L,11.0,26.0,0.423,0.0,2.0,4.0,8.0,7.0,2.0,2.0,0.0,1.0,26.0,14.3
842,842,1997-11-29,34.0,W,10.0,21.0,0.476,1.0,1.0,8.0,12.0,4.0,3.0,2.0,0.0,2.0,29.0,18.8
843,843,1997-12-03,34.0,W,11.0,21.0,0.524,1.0,3.0,6.0,8.0,9.0,5.0,2.0,1.0,7.0,29.0,20.6
844,844,1997-12-05,34.0,W,4.0,16.0,0.25,0.0,3.0,5.0,6.0,9.0,2.0,1.0,0.0,1.0,13.0,7.1
845,845,1997-12-09,34.0,W,10.0,23.0,0.435,0.0,0.0,9.0,9.0,4.0,4.0,1.0,0.0,4.0,29.0,16.7
846,846,1997-12-10,34.0,L,6.0,17.0,0.353,0.0,1.0,13.0,13.0,2.0,5.0,1.0,0.0,3.0,25.0,16.8
847,847,1997-12-12,34.0,L,12.0,24.0,0.5,0.0,0.0,4.0,6.0,9.0,5.0,0.0,0.0,4.0,28.0,17.8
848,848,1997-12-13,34.0,W,4.0,16.0,0.25,0.0,0.0,3.0,4.0,6.0,2.0,2.0,0.0,0.0,11.0,7.4
849,849,1997-12-15,34.0,W,10.0,23.0,0.435,0.0,1.0,11.0,12.0,9.0,4.0,4.0,1.0,2.0,31.0,27.1
850,850,1997-12-17,34.0,W,12.0,22.0,0.545,1.0,2.0,11.0,12.0,5.0,4.0,1.0,1.0,4.0,36.0,26.2
851,851,1997-12-20,34.0,W,10.0,23.0,0.435,0.0,0.0,4.0,5.0,5.0,3.0,0.0,2.0,2.0,24.0,14.9
852,852,1997-12-23,34.0,W,9.0,24.0,0.375,0.0,1.0,9.0,12.0,12.0,4.0,0.0,1.0,2.0,27.0,20.5
853,853,1997-12-25,34.0,W,8.0,20.0,0.4,0.0,1.0,8.0,12.0,11.0,4.0,2.0,0.0,3.0,24.0,18.3
854,854,1997-12-27,34.0,W,18.0,26.0,0.6920000000000001,0.0,0.0,11.0,13.0,4.0,2.0,3.0,1.0,4.0,47.0,37.5
855,855,1997-12-29,34.0,W,16.0,29.0,0.552,0.0,1.0,9.0,11.0,7.0,0.0,0.0,2.0,2.0,41.0,27.8
856,856,1997-12-30,34.0,L,11.0,28.0,0.393,1.0,3.0,10.0,13.0,4.0,1.0,0.0,0.0,3.0,33.0,15.1
857,857,1998-01-02,34.0,W,15.0,22.0,0.682,1.0,1.0,13.0,15.0,5.0,1.0,2.0,0.0,0.0,44.0,38.0
858,858,1998-01-03,34.0,W,12.0,25.0,0.48,0.0,1.0,10.0,11.0,9.0,9.0,1.0,2.0,4.0,34.0,27.5
859,859,1998-01-06,34.0,W,5.0,13.0,0.385,0.0,1.0,9.0,12.0,3.0,4.0,3.0,0.0,3.0,19.0,14.8
860,860,1998-01-07,34.0,L,12.0,27.0,0.444,1.0,2.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,26.0,13.8
861,861,1998-01-09,34.0,W,17.0,33.0,0.515,1.0,4.0,9.0,10.0,4.0,2.0,3.0,1.0,1.0,44.0,31.8
862,862,1998-01-10,34.0,W,13.0,31.0,0.419,0.0,1.0,6.0,10.0,6.0,3.0,0.0,0.0,1.0,32.0,18.4
863,863,1998-01-13,34.0,W,12.0,27.0,0.444,0.0,2.0,16.0,18.0,1.0,2.0,0.0,0.0,1.0,40.0,24.2
864,864,1998-01-15,34.0,L,9.0,23.0,0.391,0.0,1.0,2.0,4.0,9.0,4.0,2.0,0.0,4.0,20.0,10.6
865,865,1998-01-16,34.0,W,10.0,20.0,0.5,1.0,1.0,6.0,7.0,8.0,2.0,1.0,1.0,3.0,27.0,17.9
866,866,1998-01-18,34.0,W,16.0,29.0,0.552,2.0,2.0,11.0,12.0,3.0,3.0,3.0,1.0,4.0,45.0,32.6
867,867,1998-01-21,34.0,W,14.0,23.0,0.609,1.0,3.0,4.0,4.0,5.0,6.0,3.0,1.0,1.0,33.0,30.5
868,868,1998-01-23,34.0,W,10.0,23.0,0.435,0.0,1.0,12.0,13.0,5.0,1.0,1.0,1.0,4.0,32.0,18.6
869,869,1998-01-25,34.0,L,13.0,26.0,0.5,0.0,4.0,6.0,7.0,5.0,7.0,2.0,0.0,3.0,32.0,23.6
870,870,1998-01-27,34.0,W,7.0,15.0,0.467,0.0,0.0,6.0,6.0,0.0,3.0,1.0,1.0,1.0,20.0,15.1
871,871,1998-01-29,34.0,W,11.0,24.0,0.458,0.0,1.0,7.0,7.0,5.0,4.0,1.0,0.0,0.0,29.0,21.9
872,872,1998-01-30,34.0,W,2.0,17.0,0.118,0.0,0.0,10.0,11.0,8.0,3.0,3.0,1.0,2.0,14.0,9.9
873,873,1998-02-01,34.0,L,11.0,26.0,0.423,0.0,1.0,9.0,12.0,5.0,2.0,1.0,0.0,1.0,31.0,18.9
874,874,1998-02-02,34.0,W,6.0,12.0,0.5,0.0,0.0,3.0,4.0,6.0,3.0,1.0,0.0,0.0,15.0,13.5
875,875,1998-02-04,34.0,L,17.0,37.0,0.459,1.0,5.0,5.0,6.0,7.0,3.0,2.0,1.0,1.0,40.0,26.4
876,876,1998-02-10,34.0,W,8.0,21.0,0.381,0.0,3.0,2.0,5.0,5.0,1.0,2.0,0.0,2.0,18.0,7.9
877,877,1998-02-11,34.0,W,11.0,22.0,0.5,0.0,0.0,7.0,9.0,4.0,6.0,0.0,0.0,1.0,29.0,21.2
878,878,1998-02-13,34.0,W,14.0,22.0,0.636,0.0,1.0,9.0,12.0,7.0,1.0,1.0,0.0,2.0,37.0,29.0
879,879,1998-02-15,34.0,W,7.0,17.0,0.412,0.0,1.0,7.0,8.0,12.0,5.0,3.0,0.0,3.0,21.0,17.8
880,880,1998-02-17,35.0,W,13.0,23.0,0.565,0.0,2.0,1.0,3.0,4.0,6.0,1.0,1.0,2.0,27.0,19.6
881,881,1998-02-19,35.0,W,5.0,9.0,0.556,1.0,2.0,5.0,6.0,4.0,5.0,0.0,0.0,1.0,16.0,14.2
882,882,1998-02-21,35.0,W,8.0,23.0,0.348,0.0,0.0,3.0,5.0,8.0,3.0,1.0,2.0,1.0,19.0,11.2
883,883,1998-02-23,35.0,W,7.0,14.0,0.5,0.0,1.0,3.0,4.0,7.0,6.0,0.0,1.0,2.0,17.0,14.2
884,884,1998-02-25,35.0,L,9.0,26.0,0.34600000000000003,0.0,2.0,15.0,17.0,4.0,3.0,4.0,1.0,3.0,33.0,22.2
885,885,1998-02-28,35.0,W,10.0,17.0,0.588,0.0,1.0,8.0,9.0,2.0,2.0,0.0,0.0,2.0,28.0,19.7
886,886,1998-03-03,35.0,W,12.0,19.0,0.632,0.0,0.0,6.0,6.0,7.0,2.0,2.0,0.0,2.0,30.0,24.6
887,887,1998-03-08,35.0,W,17.0,33.0,0.515,1.0,2.0,7.0,9.0,8.0,6.0,3.0,1.0,2.0,42.0,34.0
888,888,1998-03-10,35.0,W,17.0,30.0,0.5670000000000001,1.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,37.0,26.7
889,889,1998-03-12,35.0,L,10.0,24.0,0.417,1.0,3.0,5.0,11.0,7.0,3.0,1.0,1.0,1.0,26.0,15.7
890,890,1998-03-14,35.0,W,12.0,22.0,0.545,0.0,0.0,6.0,7.0,5.0,3.0,2.0,1.0,3.0,30.0,22.3
891,891,1998-03-16,35.0,W,6.0,15.0,0.4,0.0,1.0,5.0,8.0,7.0,1.0,1.0,0.0,4.0,17.0,7.9
892,892,1998-03-17,35.0,W,14.0,28.0,0.5,1.0,3.0,6.0,9.0,4.0,2.0,1.0,0.0,2.0,35.0,21.4
893,893,1998-03-20,35.0,W,8.0,13.0,0.615,1.0,2.0,7.0,10.0,4.0,3.0,0.0,1.0,3.0,24.0,17.5
894,894,1998-03-22,35.0,W,13.0,28.0,0.464,0.0,2.0,7.0,7.0,4.0,3.0,5.0,3.0,2.0,33.0,25.8
895,895,1998-03-23,35.0,W,11.0,22.0,0.5,0.0,1.0,2.0,2.0,7.0,2.0,2.0,1.0,2.0,24.0,17.2
896,896,1998-03-25,35.0,W,8.0,21.0,0.381,1.0,3.0,0.0,1.0,7.0,8.0,5.0,0.0,0.0,17.0,17.8
897,897,1998-03-27,35.0,W,13.0,26.0,0.5,0.0,0.0,8.0,12.0,5.0,4.0,0.0,1.0,2.0,34.0,21.6
898,898,1998-03-29,35.0,W,13.0,24.0,0.542,0.0,1.0,4.0,5.0,2.0,0.0,2.0,0.0,0.0,30.0,19.8
899,899,1998-03-31,35.0,W,11.0,26.0,0.423,0.0,2.0,4.0,4.0,3.0,8.0,4.0,2.0,4.0,26.0,18.5
900,900,1998-04-03,35.0,W,16.0,25.0,0.64,2.0,6.0,7.0,8.0,6.0,4.0,1.0,0.0,0.0,41.0,35.9
901,901,1998-04-05,35.0,W,18.0,31.0,0.581,0.0,0.0,4.0,4.0,4.0,3.0,3.0,0.0,2.0,40.0,29.4
902,902,1998-04-07,35.0,W,11.0,21.0,0.524,1.0,2.0,7.0,8.0,4.0,3.0,1.0,1.0,2.0,30.0,22.7
903,903,1998-04-09,35.0,L,10.0,24.0,0.417,0.0,2.0,9.0,12.0,6.0,4.0,0.0,0.0,4.0,29.0,14.4
904,904,1998-04-11,35.0,W,15.0,25.0,0.6,3.0,5.0,4.0,10.0,4.0,2.0,4.0,0.0,0.0,37.0,29.3
905,905,1998-04-13,35.0,L,7.0,19.0,0.368,1.0,1.0,12.0,14.0,4.0,3.0,3.0,0.0,4.0,27.0,18.0
906,906,1998-04-15,35.0,L,7.0,25.0,0.28,0.0,3.0,5.0,10.0,6.0,4.0,1.0,0.0,2.0,19.0,5.9
907,907,1998-04-17,35.0,W,9.0,19.0,0.474,0.0,2.0,6.0,8.0,6.0,2.0,5.0,0.0,4.0,24.0,16.1
908,908,1998-04-18,35.0,W,11.0,24.0,0.458,0.0,0.0,22.0,24.0,3.0,3.0,1.0,0.0,1.0,44.0,33.4
909,909,1988-11-04,25.0,L,10.0,19.0,0.526,0.0,2.0,8.0,12.0,5.0,7.0,5.0,2.0,2.0,28.0,26.3
910,910,1988-11-05,25.0,W,9.0,21.0,0.429,0.0,0.0,11.0,12.0,2.0,7.0,3.0,0.0,5.0,29.0,19.4
911,911,1988-11-08,25.0,L,13.0,21.0,0.619,2.0,3.0,3.0,3.0,3.0,9.0,2.0,0.0,4.0,31.0,25.5
912,912,1988-11-09,25.0,W,18.0,33.0,0.545,2.0,4.0,14.0,16.0,3.0,2.0,9.0,2.0,2.0,52.0,44.4
913,913,1988-11-11,25.0,W,14.0,24.0,0.583,0.0,1.0,8.0,11.0,6.0,3.0,3.0,4.0,6.0,36.0,26.9
914,914,1988-11-12,25.0,L,17.0,31.0,0.5479999999999999,0.0,3.0,8.0,12.0,7.0,6.0,3.0,1.0,1.0,42.0,34.5
915,915,1988-11-15,25.0,W,14.0,27.0,0.519,0.0,0.0,5.0,6.0,6.0,6.0,5.0,1.0,3.0,33.0,27.6
916,916,1988-11-16,25.0,L,24.0,29.0,0.828,0.0,1.0,4.0,4.0,9.0,1.0,4.0,2.0,4.0,52.0,46.5
917,917,1988-11-18,25.0,W,12.0,21.0,0.5710000000000001,0.0,0.0,10.0,13.0,9.0,9.0,1.0,0.0,6.0,34.0,25.7
918,918,1988-11-22,25.0,W,16.0,20.0,0.8,0.0,0.0,0.0,0.0,11.0,8.0,1.0,1.0,2.0,32.0,32.2
919,919,1988-11-23,25.0,L,7.0,15.0,0.467,1.0,2.0,11.0,12.0,12.0,7.0,5.0,4.0,6.0,26.0,27.4
920,920,1988-11-26,25.0,L,19.0,27.0,0.7040000000000001,3.0,5.0,11.0,14.0,11.0,7.0,1.0,0.0,6.0,52.0,42.3
921,921,1988-11-29,25.0,L,11.0,24.0,0.458,0.0,1.0,4.0,4.0,10.0,7.0,4.0,0.0,3.0,26.0,22.1
922,922,1988-11-30,25.0,L,11.0,25.0,0.44,0.0,1.0,11.0,13.0,8.0,5.0,2.0,1.0,3.0,33.0,25.9
923,923,1988-12-03,25.0,W,16.0,31.0,0.516,0.0,0.0,7.0,8.0,11.0,6.0,2.0,3.0,2.0,39.0,32.1
924,924,1988-12-06,25.0,W,14.0,20.0,0.7,0.0,0.0,10.0,11.0,9.0,5.0,5.0,0.0,6.0,38.0,33.6
925,925,1988-12-07,25.0,L,4.0,16.0,0.25,0.0,0.0,10.0,11.0,7.0,7.0,1.0,2.0,3.0,18.0,15.2
926,926,1988-12-09,25.0,W,10.0,17.0,0.588,0.0,2.0,15.0,17.0,11.0,5.0,1.0,1.0,5.0,35.0,29.8
927,927,1988-12-10,25.0,W,14.0,25.0,0.56,1.0,2.0,9.0,10.0,11.0,4.0,2.0,0.0,1.0,38.0,32.4
928,928,1988-12-13,25.0,L,11.0,24.0,0.458,0.0,1.0,6.0,6.0,14.0,6.0,2.0,0.0,1.0,28.0,24.6
929,929,1988-12-16,25.0,W,10.0,22.0,0.455,0.0,3.0,8.0,9.0,7.0,7.0,6.0,0.0,2.0,28.0,26.8
930,930,1988-12-17,25.0,W,12.0,25.0,0.48,0.0,1.0,12.0,12.0,6.0,5.0,3.0,0.0,3.0,36.0,27.8
931,931,1988-12-20,25.0,W,11.0,23.0,0.478,2.0,3.0,18.0,22.0,7.0,8.0,4.0,0.0,1.0,42.0,41.0
932,932,1988-12-23,25.0,L,14.0,26.0,0.5379999999999999,0.0,0.0,5.0,6.0,5.0,4.0,6.0,0.0,7.0,33.0,22.1
933,933,1988-12-27,25.0,L,18.0,30.0,0.6,1.0,1.0,6.0,6.0,12.0,4.0,3.0,0.0,4.0,43.0,34.6
934,934,1988-12-29,25.0,W,14.0,27.0,0.519,0.0,2.0,9.0,12.0,9.0,3.0,3.0,0.0,3.0,37.0,26.9
935,935,1988-12-30,25.0,W,13.0,26.0,0.5,0.0,0.0,5.0,5.0,7.0,4.0,4.0,2.0,2.0,31.0,26.7
936,936,1989-01-03,25.0,W,15.0,30.0,0.5,0.0,3.0,11.0,15.0,10.0,11.0,6.0,0.0,4.0,41.0,35.5
937,937,1989-01-05,25.0,L,13.0,24.0,0.542,1.0,2.0,5.0,5.0,11.0,7.0,2.0,0.0,2.0,32.0,28.6
938,938,1989-01-06,25.0,L,12.0,21.0,0.5710000000000001,0.0,0.0,3.0,5.0,5.0,4.0,2.0,1.0,2.0,27.0,20.9
939,939,1989-01-10,25.0,W,17.0,29.0,0.586,0.0,2.0,14.0,16.0,10.0,9.0,3.0,0.0,4.0,48.0,42.8
940,940,1989-01-11,25.0,W,7.0,15.0,0.467,0.0,0.0,10.0,11.0,4.0,10.0,3.0,1.0,6.0,24.0,20.6
941,941,1989-01-13,25.0,W,13.0,24.0,0.542,0.0,1.0,12.0,13.0,12.0,11.0,3.0,0.0,6.0,38.0,33.1
942,942,1989-01-15,25.0,W,13.0,23.0,0.565,0.0,3.0,16.0,17.0,9.0,11.0,8.0,0.0,2.0,42.0,46.7
943,943,1989-01-17,25.0,W,10.0,18.0,0.556,0.0,1.0,2.0,4.0,6.0,13.0,4.0,1.0,2.0,22.0,25.0
944,944,1989-01-19,25.0,W,14.0,25.0,0.56,0.0,1.0,6.0,8.0,5.0,7.0,2.0,1.0,1.0,34.0,29.4
945,945,1989-01-21,25.0,L,20.0,28.0,0.7140000000000001,0.0,0.0,13.0,15.0,14.0,8.0,2.0,1.0,4.0,53.0,47.9
946,946,1989-01-24,25.0,W,10.0,20.0,0.5,0.0,1.0,4.0,5.0,3.0,6.0,3.0,0.0,1.0,24.0,20.7
947,947,1989-01-25,25.0,L,14.0,25.0,0.56,0.0,0.0,5.0,5.0,6.0,12.0,2.0,1.0,2.0,33.0,30.0
948,948,1989-01-27,25.0,W,14.0,25.0,0.56,0.0,0.0,5.0,8.0,11.0,9.0,3.0,1.0,1.0,33.0,31.8
949,949,1989-01-31,25.0,L,7.0,24.0,0.292,0.0,1.0,7.0,10.0,12.0,10.0,2.0,1.0,5.0,21.0,12.9
950,950,1989-02-02,25.0,W,15.0,21.0,0.7140000000000001,0.0,0.0,10.0,12.0,7.0,8.0,4.0,0.0,6.0,40.0,35.8
951,951,1989-02-03,25.0,L,10.0,24.0,0.417,0.0,1.0,9.0,12.0,6.0,10.0,5.0,1.0,3.0,29.0,26.1
952,952,1989-02-05,25.0,L,10.0,18.0,0.556,1.0,4.0,7.0,8.0,6.0,10.0,1.0,1.0,1.0,28.0,28.1
953,953,1989-02-07,25.0,W,11.0,20.0,0.55,1.0,2.0,9.0,10.0,7.0,5.0,2.0,0.0,3.0,32.0,26.2
954,954,1989-02-09,25.0,W,9.0,20.0,0.45,0.0,0.0,5.0,8.0,6.0,9.0,2.0,1.0,6.0,23.0,16.6
955,955,1989-02-14,25.0,L,11.0,14.0,0.7859999999999999,1.0,1.0,9.0,16.0,5.0,3.0,3.0,1.0,3.0,32.0,27.3
956,956,1989-02-16,25.0,W,16.0,26.0,0.615,1.0,2.0,17.0,18.0,8.0,5.0,3.0,0.0,4.0,50.0,41.9
957,957,1989-02-19,26.0,W,9.0,19.0,0.474,0.0,0.0,5.0,6.0,3.0,9.0,2.0,3.0,7.0,23.0,15.6
958,958,1989-02-20,26.0,W,13.0,22.0,0.591,0.0,0.0,7.0,8.0,6.0,7.0,1.0,0.0,4.0,33.0,25.7
959,959,1989-02-22,26.0,W,10.0,14.0,0.7140000000000001,0.0,1.0,4.0,5.0,4.0,5.0,1.0,0.0,6.0,24.0,15.9
960,960,1989-02-24,26.0,W,10.0,18.0,0.556,0.0,0.0,13.0,15.0,4.0,8.0,4.0,0.0,2.0,33.0,31.6
961,961,1989-02-25,26.0,L,7.0,12.0,0.583,0.0,0.0,4.0,5.0,5.0,3.0,3.0,0.0,4.0,18.0,13.8
962,962,1989-02-28,26.0,W,11.0,16.0,0.688,0.0,0.0,2.0,2.0,6.0,8.0,2.0,1.0,4.0,24.0,24.5
963,963,1989-03-03,26.0,W,10.0,18.0,0.556,1.0,1.0,7.0,11.0,8.0,9.0,2.0,1.0,6.0,28.0,22.4
964,964,1989-03-04,26.0,L,10.0,16.0,0.625,0.0,0.0,8.0,8.0,3.0,10.0,2.0,0.0,4.0,28.0,25.5
965,965,1989-03-07,26.0,L,15.0,27.0,0.556,0.0,0.0,4.0,5.0,11.0,4.0,3.0,0.0,2.0,34.0,28.2
966,966,1989-03-11,26.0,W,8.0,13.0,0.615,0.0,0.0,2.0,2.0,8.0,15.0,1.0,3.0,3.0,18.0,24.3
967,967,1989-03-13,26.0,W,7.0,15.0,0.467,3.0,4.0,4.0,4.0,14.0,14.0,3.0,2.0,1.0,21.0,31.9
968,968,1989-03-15,26.0,L,12.0,22.0,0.545,0.0,0.0,4.0,5.0,6.0,12.0,3.0,0.0,8.0,28.0,21.4
969,969,1989-03-17,26.0,W,9.0,16.0,0.563,2.0,2.0,13.0,14.0,5.0,9.0,4.0,1.0,4.0,33.0,31.9
970,970,1989-03-18,26.0,L,11.0,24.0,0.458,0.0,1.0,6.0,7.0,6.0,10.0,0.0,1.0,2.0,28.0,22.3
971,971,1989-03-21,26.0,W,7.0,20.0,0.35,0.0,0.0,7.0,8.0,8.0,16.0,1.0,0.0,5.0,21.0,18.2
972,972,1989-03-22,26.0,W,10.0,20.0,0.5,0.0,0.0,12.0,12.0,10.0,9.0,1.0,0.0,3.0,32.0,27.3
973,973,1989-03-24,26.0,W,10.0,20.0,0.5,1.0,3.0,13.0,16.0,7.0,17.0,6.0,0.0,7.0,34.0,35.4
974,974,1989-03-25,26.0,W,8.0,18.0,0.444,0.0,0.0,5.0,5.0,12.0,12.0,3.0,0.0,6.0,21.0,19.8
975,975,1989-03-28,26.0,W,13.0,24.0,0.542,0.0,1.0,7.0,9.0,12.0,11.0,4.0,0.0,5.0,33.0,29.7
976,976,1989-03-29,26.0,W,9.0,19.0,0.474,0.0,1.0,14.0,16.0,10.0,10.0,2.0,1.0,4.0,32.0,29.0
977,977,1989-03-31,26.0,L,15.0,29.0,0.517,1.0,2.0,6.0,7.0,10.0,10.0,3.0,1.0,3.0,37.0,32.2
978,978,1989-04-02,26.0,W,11.0,23.0,0.478,0.0,1.0,5.0,5.0,14.0,12.0,2.0,2.0,3.0,27.0,29.5
979,979,1989-04-04,26.0,W,10.0,15.0,0.667,0.0,2.0,13.0,15.0,10.0,12.0,6.0,1.0,3.0,33.0,42.0
980,980,1989-04-06,26.0,L,11.0,23.0,0.478,1.0,5.0,8.0,8.0,13.0,10.0,2.0,0.0,2.0,31.0,30.2
981,981,1989-04-07,26.0,L,11.0,18.0,0.611,0.0,0.0,18.0,21.0,7.0,11.0,2.0,0.0,1.0,40.0,39.4
982,982,1989-04-09,26.0,L,13.0,29.0,0.448,0.0,3.0,14.0,14.0,10.0,12.0,1.0,0.0,2.0,40.0,35.7
983,983,1989-04-13,26.0,L,17.0,30.0,0.5670000000000001,0.0,1.0,13.0,14.0,11.0,13.0,4.0,2.0,4.0,47.0,45.8
984,984,1989-04-14,26.0,L,12.0,27.0,0.444,0.0,1.0,5.0,7.0,10.0,12.0,3.0,2.0,4.0,29.0,25.9
985,985,1989-04-16,26.0,L,8.0,14.0,0.5710000000000001,0.0,1.0,6.0,6.0,3.0,3.0,2.0,1.0,5.0,22.0,15.3
986,986,1989-04-17,26.0,W,11.0,21.0,0.524,1.0,3.0,11.0,13.0,11.0,9.0,2.0,3.0,5.0,34.0,30.8
987,987,1989-04-20,26.0,L,9.0,20.0,0.45,0.0,0.0,12.0,13.0,5.0,4.0,1.0,1.0,6.0,30.0,18.4
988,988,1989-04-21,26.0,W,13.0,31.0,0.419,0.0,0.0,8.0,11.0,14.0,11.0,2.0,1.0,1.0,34.0,31.9
989,989,1989-04-23,26.0,L,9.0,19.0,0.474,0.0,2.0,7.0,8.0,5.0,3.0,1.0,0.0,3.0,25.0,16.5
990,990,1987-11-07,24.0,W,15.0,25.0,0.6,0.0,0.0,6.0,10.0,5.0,3.0,6.0,4.0,2.0,36.0,32.9
991,991,1987-11-10,24.0,W,11.0,23.0,0.478,1.0,3.0,6.0,9.0,6.0,7.0,1.0,1.0,3.0,29.0,20.3
992,992,1987-11-11,24.0,W,10.0,20.0,0.5,0.0,1.0,11.0,13.0,3.0,4.0,2.0,0.0,5.0,31.0,19.7
993,993,1987-11-13,24.0,W,10.0,19.0,0.526,0.0,0.0,16.0,17.0,7.0,5.0,6.0,1.0,3.0,36.0,36.4
994,994,1987-11-14,24.0,L,14.0,29.0,0.483,0.0,0.0,9.0,11.0,5.0,5.0,4.0,1.0,3.0,37.0,28.2
995,995,1987-11-17,24.0,W,10.0,18.0,0.556,0.0,0.0,6.0,6.0,3.0,7.0,2.0,1.0,3.0,26.0,21.7
996,996,1987-11-18,24.0,W,9.0,21.0,0.429,0.0,1.0,12.0,12.0,3.0,8.0,3.0,1.0,2.0,30.0,26.3
997,997,1987-11-20,24.0,W,10.0,22.0,0.455,0.0,0.0,13.0,14.0,7.0,7.0,4.0,4.0,2.0,33.0,31.8
998,998,1987-11-21,24.0,L,17.0,38.0,0.447,0.0,2.0,15.0,17.0,6.0,8.0,6.0,1.0,4.0,49.0,36.9
999,999,1987-11-23,24.0,W,12.0,26.0,0.462,0.0,0.0,7.0,10.0,10.0,3.0,4.0,0.0,5.0,31.0,20.1
1000,1000,1987-11-25,24.0,W,13.0,24.0,0.542,0.0,1.0,7.0,8.0,3.0,6.0,3.0,1.0,1.0,33.0,27.2
1001,1001,1987-11-27,24.0,L,8.0,20.0,0.4,0.0,1.0,9.0,9.0,6.0,9.0,3.0,1.0,3.0,25.0,22.6
1002,1002,1987-11-28,24.0,W,12.0,22.0,0.545,0.0,1.0,10.0,10.0,7.0,6.0,4.0,2.0,7.0,34.0,27.7
1003,1003,1987-12-01,24.0,W,6.0,15.0,0.4,0.0,0.0,4.0,6.0,6.0,9.0,3.0,1.0,3.0,16.0,15.1
1004,1004,1987-12-02,24.0,W,17.0,27.0,0.63,0.0,0.0,13.0,16.0,4.0,9.0,3.0,3.0,2.0,47.0,43.5
1005,1005,1987-12-04,24.0,L,9.0,15.0,0.6,1.0,1.0,4.0,5.0,4.0,5.0,4.0,0.0,4.0,23.0,19.2
1006,1006,1987-12-05,24.0,L,15.0,22.0,0.682,0.0,2.0,10.0,12.0,2.0,8.0,1.0,0.0,6.0,40.0,30.2
1007,1007,1987-12-08,24.0,L,14.0,26.0,0.5379999999999999,0.0,1.0,5.0,6.0,5.0,10.0,3.0,3.0,7.0,33.0,25.4
1008,1008,1987-12-10,24.0,W,11.0,18.0,0.611,0.0,0.0,10.0,11.0,7.0,4.0,3.0,1.0,3.0,32.0,28.6
1009,1009,1987-12-12,24.0,W,16.0,28.0,0.5710000000000001,0.0,0.0,12.0,12.0,3.0,9.0,5.0,5.0,3.0,44.0,42.3
1010,1010,1987-12-15,24.0,L,12.0,26.0,0.462,1.0,2.0,13.0,16.0,8.0,12.0,3.0,1.0,2.0,38.0,34.7
1011,1011,1987-12-17,24.0,W,20.0,31.0,0.645,0.0,0.0,12.0,12.0,3.0,6.0,4.0,1.0,2.0,52.0,45.3
1012,1012,1987-12-19,24.0,L,12.0,23.0,0.522,0.0,0.0,6.0,8.0,2.0,7.0,3.0,2.0,2.0,30.0,24.6
1013,1013,1987-12-22,24.0,L,11.0,20.0,0.55,0.0,1.0,6.0,7.0,6.0,7.0,4.0,2.0,4.0,28.0,26.1
1014,1014,1987-12-23,24.0,L,5.0,15.0,0.333,0.0,0.0,6.0,9.0,5.0,2.0,3.0,0.0,2.0,16.0,9.4
1015,1015,1987-12-26,24.0,L,6.0,22.0,0.273,0.0,0.0,5.0,6.0,6.0,6.0,0.0,2.0,5.0,17.0,5.6
1016,1016,1987-12-29,24.0,L,16.0,37.0,0.4320000000000001,0.0,2.0,7.0,9.0,8.0,6.0,5.0,0.0,2.0,39.0,28.7
1017,1017,1988-01-02,24.0,W,9.0,19.0,0.474,0.0,0.0,7.0,7.0,10.0,10.0,6.0,3.0,1.0,25.0,32.0
1018,1018,1988-01-05,24.0,W,12.0,20.0,0.6,0.0,0.0,7.0,8.0,11.0,9.0,4.0,5.0,2.0,31.0,36.9
